Item;Cod;Nome;Un; Custo Unitário
001.12.02.04;100404;Ferragens p/ janela 2 fls. (c/ cremone);CJ;92,79
001.12.02.05;100684;Ferragens p/ janela de correr;CJ;58,33
001.12.02.06;100306;Ferragens p/ janela pivotante;CJ;43,87
001.12.03;;--> P/ BALANCINS:;;
001.12.03.01;100290;Ferragens p/ balancim (c/ corrente);CJ;34,44
001.12.03.02;100407;Ferragens p/ balancim (c/ haste e punho em ferro);CJ;45,21
001.12.03.03;100820;Ferrolho para balancim (targeta);UN;11,27
001.12.03.04;100823;Gonzo;PAR;13,83
001.12.03.05;100824;Haste/punho de ferro para balancim;UN;40,01
001.13;;REVESTIMENTOS:;;
001.13.01;110140;Argamassa de cimento e areia 1:2 p/ impermeabiliz.;M3;512,98
001.13.02;110141;Argamassa de cimento e areia 1:4;M3;325,27
001.13.03;110142;Argamassa de cimento e areia 1:6;M3;280,31
001.13.04;110248;Argamassa de cimento e areia no traço 1:3;M3;440,88
001.13.05;110764;Argamassa de cimento,areia e adit. plast. 1:6;M3;275,42
001.13.06;110148;Azulejo branco assentado a prumo no traço 1:5:1;M2;51,22
001.13.07;110552;Barra lisa c/argamassa de cimento areia e barro;M2;33,32
001.13.08;110810;Cantoneira para azulejo (alumínio);M;5,49
001.13.09;110146;Carapinha c/ argamassa no traço 1:4;M2;7,92
001.13.10;110581;Cerâmica 10x10cm (padrao medio);M2;72,64
001.13.11;110505;Cerâmica Terragres 10x10cm;M2;78,94
001.13.12;110243;Chapa de chumbo sobre parede;M2;543,1
001.13.13;110149;Chapa de chumbo sobre parede c/acabamento em fórmica;M2;614,15
001.13.14;110143;Chapisco de cimento e areia no traço 1:3;M2;6,81
001.13.15;110150;Compensado c/ formica sobre estrutura em madeira;M2;94,15
001.13.16;110762;Emboço com argamassa 1:6:Adit. Plast.;M2;23,6
001.13.17;110657;Fórmica sobre emboço;M2;57,41
001.13.18;110826;Grampeamento de parede;M;22,55
001.13.19;110653;Granito e=2cm;M2;290,39
001.13.20;111292;Pastilha de porcelana 5x5cm - Padrão Alto;M2;181,48
001.13.21;111291;Pastilha de porcelana 5x5cm - Padrão Médio;M2;149,98
001.13.22;110189;Pastilhas de vidro 2,5x2,5cm;M2;249,73
001.13.23;110255;Placa de argamassa armada;M2;115,73
001.13.24;110763;Reboco com argamassa 1:6:Adit. Plast.;M2;27,66
001.13.25;110245;Reboco com argamassa baritada;M2;155,77
001.13.26;110249;Reboco com argamassa no traço 1:3 - p/ epoxi;M2;31,79
001.13.27;110291;Reboco estanhado;M2;30,38
001.13.28;110645;Revestimento Cerâmico Padrão Alto;M2;69,49
001.13.29;110644;Revestimento Cerâmico Padrão Médio;M2;57,73
001.14;;RODAPES, SOLEIRAS E PEITORIS:;;
001.14.01;120481;Peitoril em marmore branco e=2cm;M2;379,46
001.14.02;120164;Rodape ceramico h=8cm;M;10,06
001.14.03;120688;Rodapé de alta resistência (incl. polimento);M;8,7
001.14.04;120163;Rodape em cimentado;M;6,86
001.14.05;120655;Rodape em granito e=2cm/h=8cm;M;33,26
001.14.06;120162;Rodape em madeira de lei h=7cm;M;24,34
001.14.07;120276;Rodape em paviflex;M;9,55
001.14.08;120772;Rodapé em poliestireno de 12cm;M;32,47
001.14.09;120771;Rodapé em poliestireno de 9cm;M;30,87
001.14.10;120770;Rodape em Porcelanato;M;14,61
001.14.11;120734;Soleira e peitoril - granito preto - e=2cm;M2;378,46
001.14.12;120733;Soleira e Peitoril em granito (preto) c/ rebaixo e=3cm;M2;477,46
001.14.13;120229;Soleira em cimentado h=15cm;M;5,23
001.14.14;120165;Soleira em marmore branco e=2cm;M2;379,46
001.14.15;120204;Soleira em marmore de cor e=2cm;M2;379,46
001.15;;PISOS:;;
001.15.01;130668;Ardosia;M2;61,11
001.15.02;130492;Calçada (incl.alicerce, baldrame e concreto c/ junta seca);M2;75,13
001.15.03;130507;Camada impermeabilizadora e=10cm c/ seixo;M2;39,85
001.15.04;130111;Camada impermeabilizadora e=10cm c/pedra preta (incl. Sika 1);M2;40,72
001.15.05;130110;Camada regularizadora no traço 1:4;M2;22,5
001.15.06;130483;Carpete e=4mm;M2;39,84
001.15.07;131026;Cerâmica anti-derrapante;M2;57,59
001.15.08;130233;Cimentado liso c/ junta plastica;M2;36,77
001.15.09;130208;Cimentado liso c/junta de madeira;M2;38,41
001.15.10;130113;Cimentado liso e=2cm traço 1:3;M2;31
001.15.11;130292;Cimentado queimado;M2;37,27
001.15.12;130584;Concreto c/ seixo e junta seca e=10cm;M2;54,56
001.15.13;130112;Concreto simples c/ seixo e=5cm traço 1:2:3;M2;41,4
001.15.14;130206;Empedramento c/ pedra preta argamassada;M2;58,24
001.15.15;130649;Granito Juparana e=2cm;M2;295,39
001.15.16;130495;Granito preto e=2cm;M2;410,56
001.15.17;130119;Lajota ceramica - PEI IV -  (Padrão Médio);M2;64,66
001.15.18;130725;Lajota ceramica - PEI V -  (Padrão Alto);M2;74,22
001.15.19;130506;Lajota cerâmica - tipo Terragres;M2;82,09
001.15.20;130118;Marmore branco e=3cm;M2;336,19
001.15.21;130117;Marmore de cor e=3cm;M2;459,05
001.15.22;130122;Paviflex - assente na cola;M2;65,74
001.15.23;131090;Pedra Cariri - filete ou almofadada;M2;78,94
001.15.24;130830;Pedra Jacobina;M2;87,79
001.15.25;130831;Pedra natural Cariri;M2;66,39
001.15.26;130667;Pedra S. Tome;M2;124,2
001.15.27;130626;Piso de alta resistência e=8mm c/ resina incl. camada regularizadora;M2;75,32
001.15.28;131289;Piso em granito branco Ártico;M2;390,16
001.15.29;131290;Piso em granito cinza Mauá;M2;308,56
001.15.30;131288;Piso em granito verde Ubatuba;M2;328,96
001.15.31;130726;Piso Romano (cacos de granito/marmore);M2;20,04
001.15.32;130728;Piso Tátil direcional na cor amarelo 25x25 (16 unidades);M2;116,34
001.15.33;130521;Placa pre-moldada concreto simples (e=5cm);M2;45,75
001.15.34;130170;Plurigoma - assente na cola;M2;91,19
001.15.35;130716;Porcelanato (natural) - Padrão Alto;M2;113,89
001.15.36;130715;Porcelanato (natural) - Padrão Médio;M2;98,14
001.15.37;130759;Porcelanato (polido) - Padrão Alto;M2;197,89
001.15.38;130758;Porcelanato (polido) - Padrão Médio;M2;124,39
001.15.39;130760;"Tábua macheada 6 1/2""x7/8"" cumaru ou similar (incl.camada regularizadora)";M2;159,79
001.15.40;130123;"Tabua macheada 6 1/2""x7/8"" ipe ou jatoba (incl. camada regularizadora)";M2;220,69
001.16;;FORROS:;;
001.16.01;140348;Barroteamento em madeira de lei p/ forro PVC;M2;31,88
001.16.02;141370;Cimalha de gesso h=10cm;M;21,77
001.16.03;140811;Cimalha de madeira h=10cm;M;30,8
001.16.04;141371;"Forro colméia - Malha 4"" x 4""( Instalado, incl. barroteamento)";M2;223,24
001.16.05;141372;Forro colméia liso  ( incl. barroteamento);M2;247,74
001.16.06;140198;Forro em estuque;M2;109,2
001.16.07;141373;Forro em gesso acartonado aramado;M2;47,76
001.16.08;141368;Forro em gesso acartonado estruturado;M2;58,7
001.16.09;141369;Forro em gesso acustico (c/lã de vidro);M2;115,76
001.16.10;141334;Forro em gesso liso;M2;36,54
001.16.11;140159;Forro em lambri de angelim (c/ barroteamento);M2;109,26
001.16.12;140828;Forro em lambri de angelim (s/ barroteamento);M2;79,87
001.16.13;141336;Forro em lambri de PVC;M2;31,16
001.16.14;140598;Forro em placa de fibrocimento c/ isolamento termico;M2;127,82
001.16.15;140240;Forro em PVC 100mm entarugamento - metalico;M2;74,26
001.16.16;140158;Forro em tabuas de marupa (c/ barroteamento);M2;70,81
001.16.17;140829;Forro em tabuas de marupa (s/ barroteamento);M2;41,42
001.16.18;140160;Forro eucatex natural e = 12mm;M2;87,74
001.16.19;141338;Forro pacote (aço cartola - liso branco);M2;85,87
001.16.20;141337;Forro paraline;M2;236,47
001.16.21;140479;Reguado em madeira lei p/ beiral (c/ barroteamento);M2;51,05
001.17;;PINTURAS:;;
001.17.01;;A BASE DE ÁGUA:;;
001.17.01.01;150129;Emassamento de parede p/ receber pintura PVA;M2;7,01
001.17.01.02;150605;PVA externa (sobre pintura antiga);M2;6,84
001.17.01.03;150179;PVA externa c/ massa sem liq. preparador;M2;12,85
001.17.01.04;150132;PVA externa c/massa e liq. preparador;M2;20,55
001.17.01.05;150252;PVA externa sem massa c/ líq. preparador;M2;13,74
001.17.01.06;150125;PVA externa sem superf. preparada;M2;8,93
001.17.01.07;150604;PVA interna (sobre pintura antiga);M2;6,44
001.17.01.08;150730;PVA interna c/ massa acrilica e selador;M2;21,15
001.17.01.09;150731;PVA interna c/ massa acrilica sem selador;M2;14,1
001.17.01.10;150251;PVA interna c/ massa e selador;M2;19,21
001.17.01.11;150178;PVA interna c/ massa sem selador;M2;12,16
001.17.01.12;150261;PVA interna sem massa c/ selador;M2;12,19
001.17.01.13;150124;PVA interna sem superf. preparada;M2;8,43
001.17.01.14;150654;PVA sobre muro;M2;5,65
001.17.02;;A BASE DE ÓLEO:;;
001.17.02.01;150128;Emassamento de parede p/ receber pintura  a oleo;M2;9,13
001.17.02.02;150192;Óleo sobre ferro (superf.aparelhada);M2;23,92
001.17.02.03;150490;Óleo sobre grade de ferro (superf. aparelhada);M2;33,36
001.17.02.04;150271;Óleo sobre madeira c/ massa e selador;M2;27,44
001.17.02.05;150587;Óleo sobre madeira c/ selador sem massa;M2;16,18
001.17.02.06;150191;Óleo sobre parede c/ massa e selador;M2;24,5
001.17.02.07;150199;Óleo sobre parede sem massa c/ selador;M2;15,62
001.17.03;;ESMALTE:;;
001.17.03.01;150302;Esmalte sobre ferro (superf. lisa);M2;23,6
001.17.03.02;150491;Esmalte sobre grade de ferro (superf. aparelhada);M2;32,88
001.17.03.03;150134;Esmalte sobre madeira c/ massa e selador;M2;27,1
001.17.03.04;150377;Esmalte sobre madeira c/ selador sem massa;M2;16,22
001.17.03.05;150301;Esmalte sobre parede c/ massa e selador;M2;24,12
001.17.03.06;150588;Esmalte sobre parede c/ selador sem massa;M2;15,22
001.17.04;;VERNIZ:;;
001.17.04.01;150130;Verniz poliuretano sobre concreto/tijolo;M2;19,06
001.17.04.02;150606;Verniz poliuretano sobre madeira (esquadrias/forro);M2;15,92
001.17.04.03;150210;Verniz poliuretano sobre madeiramento do telhado;M2;21,41
001.17.05;;ACRÍLICA:;;
001.17.05.01;150741;Acrilica (sobre pintura antiga);M2;8,62
001.17.05.02;151285;Acrílica acetinada c/ massa e selador - interna e externa;M2;28,19
001.17.05.03;150180;Acrilica fosca int. e ext. sem massa c/ selador -;M2;16,87
001.17.05.04;150480;Acrilica fosca int./ext. c/fdo. preparador 3 dem.(reforma)s/massa;M2;15,58
001.17.05.05;150253;Acrilica fosca int./ext. c/massa e selador - 3 demaos;M2;26,94
001.17.05.06;151284;Acrílica semi-brilho c/ massa e selador - interna e externa;M2;27,74
001.17.05.07;150586;Emassamento de parede c/ massa acrilica;M2;14,09
001.17.06;;EPOXI:;;
001.17.06.01;150126;Epoxi com massa e selador;M2;59,15
001.17.06.02;150127;Epoxi sem massa c/ selador;M2;55,2
001.17.07;;OUTRAS PINTURAS:;;
001.17.07.01;150207;Acrílica para piso;M2;11,75
001.17.07.02;150131;Anti-ferruginosa;M2;22,21
001.17.07.03;150489;Anti-ferruginosa sobre grade de ferro;M2;31,85
001.17.07.04;150696;Automotiva sobre superficie metalica;M2;19,91
001.17.07.05;150133;Caiação;M2;5,26
001.17.07.06;150714;Liquibrilho;M2;10,52
001.17.07.07;150286;Pintura s/ telha ceramica;M2;11,95
001.17.07.08;150274;Selador s/ madeira;M2;15,5
001.17.07.09;150752;Texturato rustico;M2;25
001.17.07.10;151367;Tinta a base de silicato solúvel;M2;26,42
001.18;;INSTALAÇÕES ELÉTRICAS;;
001.18.01;;QUADROS E CAIXAS:;;
001.18.01.01;170883;Caixa Airstop p/ disjuntor bipolar de embutir até 50A;UN;42,54
001.18.01.02;170870;"Caixa de aluminio 4""x2""";UN;10,93
001.18.01.03;170873;"Caixa de F°G° 3""x3""";UN;3,23
001.18.01.04;170874;"Caixa de F°G° 4""x4""";UN;5,07
001.18.01.05;170871;Caixa de ferro octogonal;UN;5,19
001.18.01.06;170872;Caixa de ferro sextavada fundo movel;UN;6,39
001.18.01.07;170875;Caixa de inspeção em polipropileno - 15x15cm;UN;59,43
001.18.01.08;170876;Caixa de inspeção em polipropileno - 30x40cm;UN;64,43
001.18.01.09;170323;Caixa de passagem ch. aço 100x100x80mm;UN;22,1
001.18.01.10;170324;Caixa de passagem ch. aço 150x150x80mm;UN;34,33
001.18.01.11;170325;Caixa de passagem ch. aço 200x200x100mm;UN;63,5
001.18.01.12;170877;Caixa de passagem em aluminio 100x100x70mm;UN;33,14
001.18.01.13;170341;Caixa de passagem em alumínio 150x150x100mm;UN;53,84
001.18.01.14;170878;Caixa de passagem em aluminio 200x200x115mm;UN;89,34
001.18.01.15;170879;Caixa de passagem em aluminio 300x300x130mm;UN;210,09
001.18.01.16;170880;Caixa de passagem em aluminio 400x400x180mm;UN;365,09
001.18.01.17;170881;"Caixa plástica 4""x2""";UN;2,11
001.18.01.18;171416;"Caixa plástica 4""x4""";UN;3,1
001.18.01.19;171417;Caixa plástica octogonal;UN;4,42
001.18.01.20;170882;Caixa polifásica padrão Celpa;UN;154,41
001.18.01.21;171470;Caixa ZB - inspeção c/ tampa de aço;UN;81,45
001.18.01.22;170866;Centro de distribuição p/ 03 disjuntores (s/ barramento);UN;31,09
001.18.01.23;170884;Centro de distribuição p/ 06 disjuntores (s/ barramento);UN;56,04
001.18.01.24;170885;Centro de distribuição p/ 08 disjuntores (s/ barramento);UN;56,04
001.18.01.25;170886;Centro de distribuição p/ 10 disjuntores (s/ barramento);UN;99,17
001.18.01.26;170321;Centro de distribuiçao p/ 12 disjuntores (c/ barramento);UN;367,64
001.18.01.27;170887;Centro de distribuição p/ 16 disjuntores (c/ barramento);UN;369,97
001.18.01.28;170888;Centro de distribuição p/ 20 disjuntores (c/ barramento);UN;485,14
001.18.01.29;170322;Centro de distribuiçao p/ 24 disjuntores (c/ barramento);UN;483,61
001.18.01.30;170386;Centro de distribuiçao p/ 32 disjuntores (c/ barramento);UN;526,48
001.18.01.31;170889;Centro de distribuição p/ 36 disjuntores  (c/ barramento);UN;711,18
001.18.01.32;170387;Centro de distribuiçao p/ 40 disjuntores (c/ barramento);UN;693,91
001.18.01.33;170890;Centro de distribuição p/ 70 disjuntores (c/ barramento);UN;1714,74
001.18.01.34;170891;Chave blindada 3P-100A;UN;771,27
001.18.01.35;170869;Quadro de comando - proteção trifásico - 2CV;UN;500,92
001.18.01.36;170868;Quadro de comando - proteção trifásico - 3CV;UN;530,92
001.18.01.37;170867;Quadro de comando - proteção trifásico - 4CV;UN;750,92
001.18.01.38;170073;Quadro de mediçao bifasico (c/ disjuntor);UN;345,39
001.18.01.39;170072;Quadro de mediçao monofasico (c/ disjuntor);UN;206,25
001.18.01.40;170615;Quadro de mediçao trifasico (c/ disjuntor);UN;486,27
001.18.02;;DISJUNTORES:;;
001.18.02.01;170892;Disjuntor 10 DR 2P- 25A 10 mA - PADRÃO DIN;UN;112,32
001.18.02.02;170893;Disjuntor 10 DR 4P- 25A 10 mA - PADRÃO DIN;UN;146,32
001.18.02.03;170326;Disjuntor 1P - 10 a 30A - PADRÃO DIN;UN;13,7
001.18.02.04;170330;Disjuntor 1P - 40 e 50A - PADRÃO DIN;UN;15,54
001.18.02.05;170362;Disjuntor 2P - 15 a 50A - PADRÃO DIN;UN;44,53
001.18.02.06;170388;Disjuntor 3P - 15 a 50A - PADRÃO DIN;UN;65,85
001.18.02.07;170894;Disjuntor 3P - 300A ;UN;1878,87
001.18.02.08;170895;Disjuntor 3P - 400A;UN;1878,87
001.18.02.09;170393;Disjuntor 3P - 60 a 100A - PADRÃO DIN;UN;158,48
001.18.02.10;170896;Disjuntor 3P - 600A;UN;3018,87
001.18.02.11;170897;Disjuntor TQD 3P - 175A - PADRÃO DIN;UN;1011,87
001.18.02.12;170898;Disjuntor TQD 3P - 200A - PADRÃO DIN;UN;1011,87
001.18.02.13;170899;Disjuntor TQD 3P - 250A - PADRÃO DIN;UN;1048,87
001.18.02.14;170900;Disjuntor UL 3P - 125A a 225A - PADRÃO DIN;UN;275,62
001.18.03;;ELETRODUTOS,CONDULETES E CALHAS:;;
001.18.03.01;170922;Canaleta 20x20mm;M;8,64
001.18.03.02;170923;Canaleta sistema X completa;M;5,89
001.18.03.03;170914;"Condulete de aluminio tipo C 1/2""";UN;8,03
001.18.03.04;170915;"Condulete de aluminio tipo C 3/4""";UN;8,59
001.18.03.05;170916;"Condulete de aluminio tipo E 1""";UN;10,9
001.18.03.06;170917;"Condulete de aluminio tipo E 1/2""";UN;9,19
001.18.03.07;170918;"Condulete de aluminio tipo E 3/4""";UN;9,19
001.18.03.08;170919;"Condulete de aluminio tipo L 1.1/4""";UN;22,58
001.18.03.09;170920;"Condulete de aluminio tipo L 3/4""";UN;7,32
001.18.03.10;170921;"Condulete de aluminio tipo LL 1""";UN;10,98
001.18.03.11;170901;"Condulete de aluminio tipo LL 1/2""";UN;7,6
001.18.03.12;170902;"Condulete de aluminio tipo LL 3/4""";UN;7,32
001.18.03.13;170903;"Condulete de aluminio tipo LR 1""";UN;10,98
001.18.03.14;170904;"Condulete de aluminio tipo LR 1/2""";UN;6,98
001.18.03.15;170905;"Condulete de aluminio tipo LR 3/4""";UN;7,32
001.18.03.16;170907;"Condulete de aluminio tipo T 1""";UN;11,53
001.18.03.17;170908;"Condulete de aluminio tipo T 1/2""";UN;9,26
001.18.03.18;170906;"Condulete de aluminio tipo T 11/4""";UN;25,5
001.18.03.19;170909;"Condulete de aluminio tipo T 3/4""";UN;7,54
001.18.03.20;170910;"Condulete de aluminio tipo X 1""";UN;16,79
001.18.03.21;170911;"Condulete de aluminio tipo X 1/2""";UN;10,88
001.18.03.22;170912;"Condulete de aluminio tipo X 3/4""";UN;14,79
001.18.03.23;170913;"Eletrocalha de metal curve ""L"" desc tipo ""U"" perf. 100 - 3m";UN;72,84
001.18.03.24;170924;"Eletrocalha de metal curve ""L"" desc tipo ""U"" perf. 50 - 3m";UN;41,34
001.18.03.25;170925;"Eletrocalha de metal curve ""L"" desc tipo ""U"" perf. 75 - 3m";UN;69,8
001.18.03.26;170926;"Eletrocalha de metal curve ""T""  tipo ""U"" perf. 100 - 3m";UN;48,34
001.18.03.27;170927;"Eletrocalha de metal curve ""T""  tipo ""U"" perf. 50 - 3m";UN;36,64
001.18.03.28;170928;"Eletrocalha de metal curve ""T""  tipo ""U"" perf. 75 - 3m";UN;42,14
001.18.03.29;170929;"Eletrocalha de metal curve ""U""perf. 100x75  - 3m";UN;90,64
001.18.03.30;170930;"Eletrocalha de metal curve ""U""perf. 50x100  - 3m";UN;60,64
001.18.03.31;170931;"Eletrocalha de metal curve ""U""perf. 50x50  - 3m";UN;51,64
001.18.03.32;171019;"Eletroduto de F°G° de 1 1/2""";M;24,14
001.18.03.33;171018;"Eletroduto de F°G° de 1 1/4""";M;20,1
001.18.03.34;171017;"Eletroduto de F°G° de 1""";M;14,91
001.18.03.35;171091;"Eletroduto de F°G° de 1/2""";M;9,17
001.18.03.36;171021;"Eletroduto de F°G° de 2 1/2""";M;51,54
001.18.03.37;171020;"Eletroduto de F°G° de 2""";M;29,94
001.18.03.38;171022;"Eletroduto de F°G° de 3""";M;59,93
001.18.03.39;171092;"Eletroduto de F°G° de 3/4""";M;12,06
001.18.03.40;170932;"Eletroduto de F°G° de 4""";M;140,31
001.18.03.41;170631;"Eletroduto PVC de 1 1/2""";M;13,31
001.18.03.42;170632;"Eletroduto PVC de 1 1/4""";M;10,5
001.18.03.43;170078;"Eletroduto PVC de 1""";M;7,35
001.18.03.44;170075;"Eletroduto PVC de 1/2""";M;5,09
001.18.03.45;170074;"Eletroduto PVC de 2 1/2""";M;25,06
001.18.03.46;170630;"Eletroduto PVC de 2""";M;16,09
001.18.03.47;170077;"Eletroduto PVC de 3""";M;30,48
001.18.03.48;170076;"Eletroduto PVC de 3/4""";M;5,96
001.18.03.49;170727;"Eletroduto PVC de 4""";M;44,61
001.18.04;;CABOS:;;
001.18.04.01;170947;Cabo coaxial 75 Homs 200 Mhz (TV);M;2,18
001.18.04.02;170944;Cabo de aluminio - 2 AWG sem alma de aço;M;3,04
001.18.04.03;170945;Cabo de aluminio 2 AWG c/ alma de aço;KG;35,77
001.18.04.04;170742;Cabo de cobre   1,5mm2 - 1 KV;M;3,92
001.18.04.05;170298;Cabo de cobre   1,5mm2 - 750 V;M;3,13
001.18.04.06;170743;Cabo de cobre   2,5mm2 - 1 KV;M;5,25
001.18.04.07;170418;Cabo de cobre   2,5mm2 - 750 V;M;3,75
001.18.04.08;170744;Cabo de cobre   4mm2 - 1 KV;M;6,12
001.18.04.09;170317;Cabo de cobre   4mm2 - 750 V;M;4,77
001.18.04.10;170745;Cabo de cobre   6mm2 - 1  KV;M;6,9
001.18.04.11;170318;Cabo de cobre   6mm2 - 750 V;M;5,91
001.18.04.12;170746;Cabo de cobre  10mm2 - 1 KV;M;9,38
001.18.04.13;170319;Cabo de cobre  10mm2 - 750 V;M;8,22
001.18.04.14;170747;Cabo de cobre  16mm2 - 1 KV;M;11,92
001.18.04.15;170320;Cabo de cobre  16mm2 - 750 V;M;11,33
001.18.04.16;170748;Cabo de cobre  25mm2 - 1KV;M;16,69
001.18.04.17;170358;Cabo de cobre  25mm2 - 750 V;M;16
001.18.04.18;170749;Cabo de cobre  35mm2 - 1 KV;M;21,89
001.18.04.19;170359;Cabo de cobre  35mm2 - 750 V;M;20,58
001.18.04.20;170750;Cabo de cobre  50mm2 - 1 KV;M;29,15
001.18.04.21;170360;Cabo de cobre  50mm2 - 750 V;M;27,7
001.18.04.22;170751;Cabo de cobre  70mm2 - 1 KV;M;40,47
001.18.04.23;170361;Cabo de cobre  70mm2 - 750 V;M;38,7
001.18.04.24;170933;Cabo de cobre  95 mm² - 1 KV;M;55,04
001.18.04.25;171269;Cabo de cobre  95mm2 - 750V;M;47,06
001.18.04.26;170934;Cabo de cobre 120 mm² - 1 KV;M;63,37
001.18.04.27;170935;Cabo de cobre 150 mm² - 1 KV;M;84,19
001.18.04.28;170936;Cabo de cobre 185 mm² - 1 KV;M;102,17
001.18.04.29;170937;Cabo de cobre 240 mm2 - 1 KV;M;151,85
001.18.04.30;171270;Cabo de cobre nú 16mm²;M;9,92
001.18.04.31;171271;Cabo de cobre nú 25mm²;M;13,86
001.18.04.32;171272;Cabo de cobre nú 35mm²;M;18,74
001.18.04.33;171273;Cabo de cobre nú 50mm²;M;26,92
001.18.04.34;171274;Cabo de cobre nú 70mm²;M;40,21
001.18.04.35;171275;Cabo de cobre nú 95mm²;M;48,39
001.18.04.36;170938;Cabo multiplex 3 x 10mm²;M;5,27
001.18.04.37;170939;Cabo multiplex 4 x 10mm²;M;7,39
001.18.04.38;170940;Cabo multiplex 4 x 16mm²;M;8,74
001.18.04.39;170941;Cabo multiplex 4 x 25mm²;M;12,97
001.18.04.40;170942;Cabo multiplex 4 x 35mm²;M;17,47
001.18.04.41;170943;Cabo multiplex 4 x 70mm²;M;32,41
001.18.05;;PONTOS, TOMADAS E INTERRUPTORES:;;
001.18.05.01;171519;Campainha/Cigarra (sem fiação);UN;32,13
001.18.05.02;171521;Controlador de ventilador;UN;53,82
001.18.05.03;170961;Ignitor p/ lâmpada vapor de sódio;UN;37,81
001.18.05.04;170333;Interruptor 1 tecla paralelo (s/fiaçao);UN;14,02
001.18.05.05;170332;Interruptor 1 tecla simples (s/fiaçao);UN;10,51
001.18.05.06;170337;Interruptor 1 tecla+tomada (s/fiaçao);UN;22,83
001.18.05.07;170964;Interruptor 2 teclas +Tomada 2P +T (s/fiação);UN;30,16
001.18.05.08;170336;Interruptor 2 teclas paralelo (s/fiaçao);UN;24,63
001.18.05.09;170334;Interruptor 2 teclas simples (s/fiaçao);UN;19,68
001.18.05.10;170335;Interruptor 2 teclas simples+paralelo (s/fiaçao);UN;22,92
001.18.05.11;170963;Interruptor 3 teclas paralelo (s/fiação);UN;29,66
001.18.05.12;170338;Interruptor 3 teclas simples (s/fiaçao);UN;28,16
001.18.05.13;171418;Interruptor diferencial residual 4P-40A-300mA.;UN;174,77
001.18.05.14;170960;Minuteria com pulsador;UN;95,73
001.18.05.15;170309;Ponto de antena p/ radio e TV (c/ fiaçao);Pt;103,78
001.18.05.16;170701;Ponto de força (tubul., fiaçao e disjuntor) acima de 200W;Pt;278,2
001.18.05.17;170081;Ponto de luz / força (c/tubul., cx. e fiaçao) ate 200W;Pt;138,32
001.18.05.18;170398;Ponto p/ campainha /cigarra (com tubul. Cx. e fiação);Pt;121,88
001.18.05.19;170692;Ponto p/ ventilador de teto (c/ fiaçao);Pt;65,71
001.18.05.20;170962;Pulsador de campainha 10A (sem fiação);UN;24,44
001.18.05.21;171491;Revisão de ponto de luz;Pt;55,33
001.18.05.22;170952;"Tampa cega 3""x3"" plástica";UN;7,77
001.18.05.23;170948;"Tampa cega 4""x2"" metálica";UN;21,77
001.18.05.24;170950;"Tampa cega 4""x2"" plástica";UN;5,87
001.18.05.25;170951;"Tampa cega 4""x4"" plástica";UN;7,92
001.18.05.26;170949;"Tampa cega 4x4"" metálica";UN;28,77
001.18.05.27;170953;Tampa de pressão para perfilado 38mm - 3m;Pç;11,07
001.18.05.28;170958;Tomada  sistema X completa;UN;27,09
001.18.05.29;170959;"Tomada  terminal de TV coaxial 4""x2""- 2 pontos";UN;33,09
001.18.05.30;170339;Tomada 2P+T 10A (s/fiaçao);UN;13,76
001.18.05.31;171523;Tomada 2P+T 20A (s/fiaçao);UN;17,13
001.18.05.32;170955;Tomada 3P+T 63A/220V;UN;159,09
001.18.05.33;170956;"Tomada de piso 3P+T - 4""x2""";UN;44,09
001.18.05.34;171522;Tomadas 2 (2P+T) 10A (s/fiação);UN;25,53
001.18.05.35;171520;Tomadas 2 (2P+T) 20A (s/fiação);UN;27,53
001.18.06;;LUMINÁRIAS:;;
001.18.06.01;170371;Conjunto ilum. tipo petala c/1 lamp. v. mercurio/poste de aço;UN;1734,48
001.18.06.02;170372;Conjunto ilum. tipo petala c/2 lamp. v. mercurio/poste de aço;UN;1892,5
001.18.06.03;170993;Holofote - 300W (Cônico);UN;80,73
001.18.06.04;170997;Lâmpada fluorescente 100W 127V/220V;UN;16,13
001.18.06.05;170998;Lâmpada fluorescente com reator acoplado (PLL)15W -127V/220V;UN;13,77
001.18.06.06;170999;Lâmpada fluorescente com reator acoplado (PLL)20W -127V/220V;UN;13,77
001.18.06.07;171000;Lâmpada fluorescente com reator acoplado (PLL)48W -127V/220V;UN;41,77
001.18.06.08;170996;Lâmpada Halogena 100W 127V/220V;UN;8,13
001.18.06.09;170995;Lâmpada Halogena 150W 127V/220V;UN;7,13
001.18.06.10;171001;Lâmpada Halogena tipo par 20  50W 127V/220V;UN;13,29
001.18.06.11;170994;Lâmpada incandescente 100W-127V/220V;UN;6,13
001.18.06.12;171002;Lâmpada mista 160W -E27;UN;21,13
001.18.06.13;171003;Lâmpada mista 250W -E27;UN;31,09
001.18.06.14;171004;Lâmpada mista 500W -E40;UN;42,59
001.18.06.15;171007;Lâmpada vapor de merc. 125W;UN;14,73
001.18.06.16;171005;Lâmpada vapor de merc. 250W;UN;30,47
001.18.06.17;171006;Lâmpada vapor de merc. 400W;UN;33,13
001.18.06.18;171010;Lâmpada vapor de sódio  80W;UN;15,33
001.18.06.19;171008;Lâmpada vapor de sódio 250W;UN;36,11
001.18.06.20;171009;Lâmpada vapor de sódio 350W;UN;41,95
001.18.06.21;171011;Lâmpada vapor metálico 400W;UN;79,13
001.18.06.22;171012;Lâmpada vapor metálico 70W;UN;51,13
