ITEM;CÓDIGOS;CLASSE/TIPO;DESCRIÇÃO;UN; VALOR 
001.07.143;73984/002;ESQV;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, VENEZIANA, PINT ANTICORROSIVA, SEM VIDRO, 6 FL;M2; 458,44 
001.07.144;84858;ESQV;JANELA DE CORRER EM CHAPA DE ACO DOBRADA 2,00X1,20M, 4 FOLHAS, PARA VIDRO, COM DIVISAO HORIZONTAL;UN; 609,15 
001.07.145;84860;ESQV;JANELA DE CORRER EM CHAPA DE ACO DOBRADA 2,00X1,20M, 4 FOLHAS, PARA VIDRO, SEM DIVISAO HORIZONTAL;UN; 600,07 
001.07.146;73932/001;ESQV;"GRADE DE FERRO EM BARRA CHATA 3/16""";M2; 204,02 
001.07.147;73631;ESQV;"GUARDA-CORPO EM TUBO DE ACO GALVANIZADO 1 1/2""";M2; 252,56 
001.07.148;74195/001;ESQV;"GUARDA-CORPO  COM CORRIMAO EM FERRO BARRA CHATA 3/16""";M; 242,58 
001.07.149;73665;ESQV;ESCADA TIPO MARINHEIRO EM ACO CA-50 9,52MM INCLUSO PINTURA COM FUNDO ANTICORROSIVO TIPO ZARCAO;M; 46,90 
001.07.150;73669;ESQV;CORRIMAO EM MADEIRA 1A 2,5X30CM;M; 56,52 
001.07.151;74072/001;ESQV;"CORRIMAO EM TUBO ACO GALVANIZADO 3/4"" COM BRACADEIRA";M; 54,96 
001.07.152;74072/002;ESQV;"CORRIMAO EM TUBO ACO GALVANIZADO 2 1/2"" COM BRACADEIRA";M; 91,31 
001.07.153;74072/003;ESQV;"CORRIMAO EM TUBO ACO GALVANIZADO 1 1/4"" COM BRACADEIRA";M; 66,24 
001.07.154;74103/001;ESQV;"ESCADA TIPO MARINHEIRO EM ACO CA-50 12,5"", INCLUSO PINTURA COM FUNDO ANTICORROSIVO TIPO ZARCAO";M; 50,40 
001.07.155;74194/001;ESQV;"ESCADA TIPO MARINHEIRO EM TUBO ACO GALVANIZADO 1 1/2"" 5 DEGRAUS";M; 195,13 
001.07.156;84862;ESQV;"GUARDA-CORPO COM CORRIMAO EM TUBO DE ACO GALVANIZADO 1 1/2""";M; 168,27 
001.07.157;84863;ESQV;"GUARDA-CORPO COM CORRIMAO EM TUBO DE ACO GALVANIZADO 3/4""";M; 84,24 
001.07.158;68050;ESQV;PORTA DE CORRER EM ALUMINIO, COM DUAS FOLHAS PARA VIDRO, INCLUSO GUARNICAO E VIDRO LISO INCOLOR;M2; 352,10 
001.07.159;90838;ESQV;PORTA CORTA-FOGO 90X210X4CM - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 1.010,44 
001.07.160;91338;ESQV;PORTA DE ALUMÍNIO DE ABRIR COM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;M2; 651,89 
001.07.161;91339;ESQV;PORTA EM AÇO DE ABRIR COM POSTIGO PARA VIDRO E GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;M2; 366,90 
001.07.162;91340;ESQV;PORTA EM AÇO DE ABRIR COM TRAVESSAS PARA VIDRO E GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;M2; 357,91 
001.07.163;91341;ESQV;PORTA EM ALUMÍNIO DE ABRIR TIPO VENEZIANA COM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;M2; 499,76 
001.07.164;73737/001;ESQV;GRADIL DE ALUMINIO ANODIZADO TIPO BARRA CHATA PARA VARANDAS, ALTURA 0,4M;M; 136,17 
001.07.165;73737/002;ESQV;GRADIL DE ALUMINIO ANODIZADO TIPO BARRA CHATA PARA VARANDAS, ALTURA 1,0M;M; 291,13 
001.07.166;73737/003;ESQV;GRADIL DE ALUMINIO ANODIZADO TIPO BARRA CHATA PARA VARANDAS, ALTURA 1,2M;M; 341,12 
001.07.167;85096;ESQV;GRADIL DE ALUMINIO ANODIZADO TIPO BARRA CHATA;M2; 294,13 
001.07.168;73736/001;ESQV;"DOBRADICA TIPO VAI E VEM EM LATAO POLIDO 3""";UN; 45,37 
001.07.169;74068/004;ESQV;FECHADURA DE EMBUTIR COMPLETA, PARA PORTAS EXTERNAS 2 FOLHAS, PADRAO DE ACABAMENTO POPULAR E FECHO DE EMBUTIR TIPO UNHA COM ALAVANCA DE LATAO CROMADO 22CM;UN; 187,32 
001.07.170;74068/005;ESQV;FECHADURA DE SOBREPOR EM FERRO PINTADO COM MACANETA PARA PORTAS EXTERNAS;UN; 44,28 
001.07.171;74070/002;ESQV;FECHADURA DE EMBUTIR COMPLETA, PARA PORTAS INTERNAS 2 FOLHAS, PADRAO DE ACABAMENTO POPULAR E FECHO DE EMBUTIR TIPO UNHA COM ALAVANCA DE LATAO CROMADO 22CM;UN; 181,04 
001.07.172;84866;ESQV;FECHADURA DE EMBUTIR REFORCADA COMPLETA, DE SEGURANCA, COM CILINDRO, PARA PORTA EXTERNA, ACABAMENTO PADRAO MEDIO;UN; 73,30 
001.07.173;84878;ESQV;TRANQUETA DE LATAO CROMADO PARA FECHADURA DE PORTA DE BANHEIRO COM ROSETA DE LATAO CROMADO SEM FECHADURA E MACANETA;UN; 85,93 
001.07.174;84879;ESQV;FECHADURA (SOMENTE A MAQUINA, SEM ESPELHO E SEM MACA NETA), PARA PORTA BANHEIRO, COM ROSETA DE LATAO CROMADO E JOGO DE TRANQUETA EM LATAO CROMADO;UN; 117,79 
001.07.175;84880;ESQV;FECHADURA BICO DE PAPAGAIO PARA PORTA DE CORRER INTERNA, CHAVE BIPARTIDA, ACABAMENTO PADRAO MEDIO;UN; 56,22 
001.07.176;84884;ESQV;FECHADURA CILINDRO CENTRAL TUBULAR, 70MM, COM MACANETA DE LATAO CROMADO OU INOX, PARA APLICAÇÃO EM AMBIENTES COMERCIAIS DE ALTO TRÁFEGO E/OU MAIOR NECESSIDADE DE SEGURANÇA.;UN; 71,70 
001.07.177;84885;ESQV;JOGO DE FERRAGENS CROMADAS PARA PORTA DE VIDRO TEMPERADO, UMA FOLHA COMPOSTO DE DOBRADICAS SUPERIOR E INFERIOR, TRINCO, FECHADURA, CONTRA FECHADURA COM CAPUCHINHO SEM MOLA E PUXADOR;UN; 466,50 
001.07.178;84886;ESQV;MOLA HIDRAULICA DE PISO PARA PORTA DE VIDRO TEMPERADO;UN; 841,09 
001.07.179;84887;ESQV;MACANETA TIPO ALAVANCA, PADRAO MEDIO;UN; 42,56 
001.07.180;84889;ESQV;PUXADOR CENTRAL PARA ESQUADRIA DE ALUMINIO;UN; 17,86 
001.07.181;84890;ESQV;ROLDANA FIXA DUPLA DE LATAO COM ROLAMENTO PARA PORTA OU JANELA DE CORRER;UN; 40,99 
001.07.182;84891;ESQV;CREMONA EM LATAO CROMADO OU POLIDO, COMPLETA, COM VARA H=1,50M;UN; 144,53 
001.07.183;84892;ESQV;LEVANTADOR EM LATAO FUNDIDO CROMADO E BORBOLETA EM FERRO CROMADO, PARA JANELA TIPO GUILHOTINA;UN; 82,28 
001.07.184;84893;ESQV;PUXADOR TUBULAR DE CENTRO EM LATAO CROMADO PARA JANELAS;UN; 62,69 
001.07.185;84894;ESQV;PUXADOR CONCHA EM LATAO CROMADO OU POLIDO PARA PORTA OU JANELA DE CORRER, COM FURO PARA CHAVE, 4X10CM;UN; 18,93 
001.07.186;84895;ESQV;PUXADOR CONCHA EM LATAO CROMADO OU POLIDO PARA PORTA OU JANELA DE CORRER, 3X9CM;UN; 115,02 
001.07.187;84896;ESQV;CARRANCA DE FERRO CROMADO 40MM PARA JANELA DE ABRIR;UN; 52,26 
001.07.188;84897;ESQV;"TRILHO QUADRADO DE ALUMINIO 1/4"" PARA RODIZIOS";M; 29,79 
001.07.189;84898;ESQV;"TRILHO ""U"" DE ALUMINIO, 40X40MM E ROLDANA FIXA DUPLA DE LATAO COM ROLAMENTO PARA PORTA OU JANELA DE CORRER";M; 24,05 
001.07.190;84899;ESQV;"FECHO CHATO DE SOBREPOR EM FERRO ZINCADO/NIQUEL GALVANIZADO OU POLIDO, 5""";UN; 14,76 
001.07.191;74046/001;ESQV;"TARJETA DE FERRO CROMADO DE SOBREPOR 2""";UN; 8,43 
001.07.192;74046/002;ESQV;TARJETA TIPO LIVRE/OCUPADO PARA PORTA DE BANHEIRO;UN; 34,62 
001.07.193;74047/001;ESQV;"DOBRADICA EM FERRO CROMADO 3X3"", SEM ANEIS";UN; 15,18 
001.07.194;74047/002;ESQV;"DOBRADICA EM ACO/FERRO, 3"" X 21/2"", E=1,9 A 2 MM, SEM ANEL, CROMADO OU ZINCADO, TAMPA BOLA, COM PARAFUSOS";UN; 15,18 
001.07.195;74047/003;ESQV;"DOBRADICA EM LATAO CROMADO 3X3"", COM ANEIS";UN; 22,04 
001.07.196;74047/004;ESQV;DOBRADICA EM LATAO CROMADO 3 X 2 1/2”;UN; 13,76 
001.07.197;74047/007;ESQV;"DOBRADICA EM FERRO CROMADO 3X2 1/2"", SEM ANEIS";UN; 12,25 
001.07.198;74084/001;ESQV;PORTA CADEADO ZINCADO OXIDADO PRETO COM CADEADO DE ACO GRAFITADO OXIDADO ENVERNIZADO 45MM;UN; 40,84 
001.07.199;84950;ESQV;FECHO EMBUTIR TIPO UNHA 40CM C/COLOCACAO;UN; 75,82 
001.07.200;84952;ESQV;FECHO EMBUTIR TIPO UNHA 22CM C/COLOCACAO;UN; 63,91 
001.07.201;84955;ESQV;FECHADURA CROMADA COM CILINDRO PARA ARMARIOS;UN; 34,06 
001.07.202;72116;ESQV;VIDRO LISO COMUM TRANSPARENTE, ESPESSURA 3MM;M2; 77,83 
001.07.203;72117;ESQV;VIDRO LISO COMUM TRANSPARENTE, ESPESSURA 4MM;M2; 99,62 
001.07.204;72118;ESQV;VIDRO TEMPERADO INCOLOR, ESPESSURA 6MM, FORNECIMENTO E INSTALACAO, INCLUSIVE MASSA PARA VEDACAO;M2; 151,05 
001.07.205;72119;ESQV;VIDRO TEMPERADO INCOLOR, ESPESSURA 8MM, FORNECIMENTO E INSTALACAO, INCLUSIVE MASSA PARA VEDACAO;M2; 190,95 
001.07.206;72120;ESQV;VIDRO TEMPERADO INCOLOR, ESPESSURA 10MM, FORNECIMENTO E INSTALACAO, INCLUSIVE MASSA PARA VEDACAO;M2; 241,82 
001.07.207;72121;ESQV;VIDRO TEMPERADO COLORIDO VERDE, ESPESSURA 10MM, FORNECIMENTO E INSTALACAO, INCLUSIVE MASSA PARA VEDACAO;M2; 299,46 
001.07.208;72122;ESQV;VIDRO FANTASIA TIPO CANELADO, ESPESSURA 4MM;M2; 85,78 
001.07.209;72123;ESQV;VIDRO ARAMADO, ESPESSURA 7MM;M2; 225,78 
001.07.210;73838/001;ESQV;PORTA DE VIDRO TEMPERADO, 0,9X2,10M, ESPESSURA 10MM, INCLUSIVE ACESSORIOS;UN; 1.537,07 
001.07.211;74125/001;ESQV;ESPELHO CRISTAL ESPESSURA 4MM, COM MOLDURA DE MADEIRA;M2; 298,66 
001.07.212;74125/002;ESQV;ESPELHO CRISTAL ESPESSURA 4MM, COM MOLDURA EM ALUMINIO E COMPENSADO 6MM PLASTIFICADO COLADO;M2; 355,61 
001.07.213;84957;ESQV;VIDRO LISO COMUM TRANSPARENTE, ESPESSURA 5MM;M2; 119,43 
001.07.214;84959;ESQV;VIDRO LISO COMUM TRANSPARENTE, ESPESSURA 6MM;M2; 139,43 
001.07.215;85001;ESQV;VIDRO LISO FUME, ESPESSURA 4MM;M2; 132,77 
001.07.216;85002;ESQV;VIDRO LISO FUME, ESPESSURA 6MM;M2; 186,10 
001.07.217;85004;ESQV;VIDRO FANTASIA MARTELADO 4MM;M2; 92,77 
001.07.218;85005;ESQV;ESPELHO CRISTAL, ESPESSURA 4MM, COM PARAFUSOS DE FIXACAO, SEM MOLDURA;M2; 271,14 
001.07.219;68054;ESQV;PORTAO DE FERRO EM CHAPA GALVANIZADA PLANA 14 GSG;M2; 163,51 
001.07.220;74100/001;ESQV;"PORTAO DE FERRO COM VARA 1/2"", COM REQUADRO";M2; 345,69 
001.07.221;74238/002;ESQV;"PORTAO EM TELA ARAME GALVANIZADO N.12 MALHA 2"" E MOLDURA EM TUBOS DE ACO COM DUAS FOLHAS DE ABRIR, INCLUSO FERRAGENS";M2; 728,75 
001.07.222;85188;ESQV;PORTAO EM TUBO DE ACO GALVANIZADO DIN 2440/NBR 5580, PAINEL UNICO, DIMENSOES 1,0X1,6M, INCLUSIVE CADEADO;UN; 375,74 
001.07.223;85189;ESQV;PORTAO EM TUBO DE ACO GALVANIZADO DIN 2440/NBR 5580, PAINEL UNICO, DIMENSOES 4,0X1,2M, INCLUSIVE CADEADO;UN; 913,25 
001.07.224;68052;ESQV;JANELA BASCULANTE DE ALUMINIO;M2; 397,97 
001.07.225;73809/001;ESQV;JANELA DE ALUMINIO TIPO MAXIM AR, INCLUSO GUARNICOES E VIDRO FANTASIA;M2; 425,29 
001.07.226;74067/001;ESQV;JANELA DE CORRER EM ALUMINIO, COM QUATRO FOLHAS PARA VIDRO, DUAS FIXAS E DUAS MOVEIS, INCLUSO GUARNICAO E VIDRO LISO INCOLOR;M2; 405,29 
001.07.227;74067/002;ESQV;JANELA DE CORRER EM ALUMINIO, FOLHAS PARA VIDRO, COM BANDEIRA, INCLUSO GUARNICAO E VIDRO LISO INCOLOR;M2; 502,39 
001.07.228;85010;ESQV;CAIXILHO FIXO, DE ALUMINIO, PARA VIDRO;M2; 349,63 
001.07.229;85014;ESQV;CAIXILHO FIXO, DE ALUMINIO, COM TELA DE METAL FIO 12 MALHA 3X3CM;M2; 425,78 
001.07.230;73908/001;ESQV;"CANTONEIRA DE ALUMINIO 2""X2"", PARA PROTECAO DE QUINA DE PAREDE";M; 35,95 
001.07.231;73908/002;ESQV;"CANTONEIRA DE ALUMINIO 1""X1”, PARA PROTECAO DE QUINA DE PAREDE";M; 26,67 
001.07.232;85015;ESQV;CANTONEIRA DE MADEIRA 3,0X3,0X1,0CM;M; 16,48 
001.07.233;85016;ESQV;CANTONEIRA DE MADEIRA COM LAMINADO MELAMINICO FOSCO 3,0X3,0X1,0CM;M; 19,86 
001.08;;FUES;FUNDACOES E ESTRUTURAS;;
001.08.01;73713;FUES;ARRASAMENTO DE TUBULAO DE CONCRETO D=1,00 A 1,20M. (INCLUI ENCARREGADO).;UN; 300,07 
001.08.02;73761/001;FUES;ARRASAMENTO DE TUBULAO DE CONCRETO D=0,80M.;UN; 200,05 
001.08.03;73761/002;FUES;ARRASAMENTO DE TUBULAO DE CONCRETO D=1,25 A 1,40M.;UN; 346,75 
001.08.04;73761/003;FUES;ARRASAMENTO DE TUBULAO DE CONCRETO D=1,45 A 1,60M.;UN; 400,10 
001.08.05;73761/004;FUES;ARRASAMENTO DE TUBULAO DE CONCRETO D=1,65 A 2,00M.;UN; 500,12 
001.08.06;73761/005;FUES;ARRASAMENTO DE TUBULAO DE CONCRETO D=2,10 A 2,50M.;UN; 620,15 
001.08.07;79475;FUES;ESCAVACAO MANUAL CAMPO ABERTO P/TUBULAO - FUSTE E/OU BASE (PARA TODAS AS PROFUNDIDADES);M3; 290,47 
001.08.08;72819;FUES;ESTACA A TRADO (BROCA) DIAMETRO 30CM EM CONCRETO ARMADO MOLDADA IN-LOCO, 20 MPA;M; 83,44 
001.08.09;72820;FUES;CORTE E PREPARO EM CABECA DE ESTACA;UN; 33,72 
001.08.10;74156/001;FUES;ESTACA A TRADO(BROCA) D=25CM C/CONCRETO FCK=15MPA+20KG ACO/M3       MOLD.IN-LOCO;M; 52,79 
001.08.11;74156/002;FUES;ESTACA A TRADO (BROCA) DIAMETRO = 25 CM, EM CONCRETO MOLDADO IN LOCO, 15 MPA, SEM ARMACAO.;M; 47,49 
001.08.12;74156/003;FUES;ESTACA A TRADO (BROCA) DIAMETRO = 20 CM, EM CONCRETO MOLDADO IN LOCO, 15 MPA, SEM ARMACAO.;M; 40,59 
001.08.13;89198;FUES;ESTACA PRÉ-MOLDADA DE CONCRETO, SEÇÃO QUADRADA, CAPACIDADE DE 25 TONELADAS, COMPRIMENTO TOTAL CRAVADO ATÉ 5M, BATE-ESTACAS POR GRAVIDADE SOBRE ROLOS. AF_03/2016;M; 88,95 
001.08.14;89199;FUES;ESTACA PRÉ-MOLDADA DE CONCRETO, SEÇÃO QUADRADA, CAPACIDADE DE 50 TONELADAS, COMPRIMENTO TOTAL CRAVADO ATÉ 5M, BATE-ESTACAS POR GRAVIDADE SOBRE ROLOS. AF_03/2016;M; 117,89 
001.08.15;89200;FUES;ESTACA PRÉ-MOLDADA DE CONCRETO CENTRIFUGADO, SEÇÃO CIRCULAR, CAPACIDADE DE 100 TONELADAS, COMPRIMENTO TOTAL CRAVADO ATÉ 5M, BATE-ESTACAS POR GRAVIDADE SOBRE ROLOS. AF_03/2016;M; 282,13 
001.08.16;89201;FUES;ESTACA PRÉ-MOLDADA DE CONCRETO, SEÇÃO QUADRADA, CAPACIDADE DE 25 TONELADAS, COMPRIMENTO TOTAL CRAVADO ACIMA DE 5M ATÉ 12M, BATE-ESTACAS POR GRAVIDADE SOBRE ROLOS. AF_03/2016;M; 74,23 
001.08.17;89202;FUES;ESTACA PRÉ-MOLDADA DE CONCRETO, SEÇÃO QUADRADA, CAPACIDADE DE 50 TONELADAS, COMPRIMENTO TOTAL CRAVADO ACIMA DE 5M ATÉ 12M, BATE-ESTACAS POR GRAVIDADE SOBRE ROLOS. AF_03/2016;M; 97,57 
001.08.18;89203;FUES;ESTACA PRÉ-MOLDADA DE CONCRETO CENTRIFUGADO, SEÇÃO CIRCULAR, CAPACIDADE DE 100 TONELADAS, COMPRIMENTO TOTAL CRAVADO ACIMA DE 5M ATÉ 12M, BATE-ESTACAS POR GRAVIDADE SOBRE ROLOS. AF_03/2016;M; 234,01 
001.08.19;89204;FUES;ESTACA PRÉ-MOLDADA DE CONCRETO, SEÇÃO QUADRADA, CAPACIDADE DE 25 TONELADAS COMPRIMENTO TOTAL CRAVADO ACIMA DE 12M, BATE-ESTACAS POR GRAVIDADE SOBRE ROLOS. AF_03/2016;M; 69,04 
001.08.20;89205;FUES;ESTACA PRÉ-MOLDADA DE CONCRETO, SEÇÃO QUADRADA, CAPACIDADE DE 50 TONELADAS, COMPRIMENTO TOTAL CRAVADO ACIMA DE 12M, BATE-ESTACAS POR GRAVIDADE SOBRE ROLOS. AF_03/2016;M; 91,46 
001.08.21;89206;FUES;ESTACA PRÉ-MOLDADA DE CONCRETO CENTRIFUGADO, SEÇÃO CIRCULAR, CAPACIDADE DE 100 TONELADAS, COMPRIMENTO TOTAL CRAVADO ACIMA DE 12M, BATE-ESTACAS POR GRAVIDADE SOBRE ROLOS. AF_03/2016;M; 222,27 
001.08.22;90808;FUES;ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 30 CM, COMPRIMENTO TOTAL ATÉ 15 M, PERFURATRIZ COM TORQUE DE 170 KN.M. AF_02/2015;M; 75,12 
001.08.23;90809;FUES;ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 30 CM, COMPRIMENTO TOTAL ACIMA DE 15 M ATÉ 20 M, PERFURATRIZ COM TORQUE DE 170 KN.M. AF_02/2015;M; 72,98 
001.08.24;90810;FUES;ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 50 CM, COMPRIMENTO TOTAL ATÉ 15 M, PERFURATRIZ COM TORQUE DE 170 KN.M. AF_02/2015;M; 166,97 
001.08.25;90811;FUES;ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 50 CM, COMPRIMENTO TOTAL ACIMA DE 15 M ATÉ 30 M, PERFURATRIZ COM TORQUE DE 170 KN.M. AF_02/2015;M; 160,56 
001.08.26;90812;FUES;ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 70 CM, COMPRIMENTO TOTAL ATÉ 15 M, PERFURATRIZ COM TORQUE DE 170 KN.M. AF_02/2015;M; 292,01 
001.08.27;90813;FUES;ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 70 CM, COMPRIMENTO TOTAL ACIMA DE 15 M ATÉ 30 M, PERFURATRIZ COM TORQUE DE 170 KN.M. AF_02/2015;M; 283,15 
001.08.28;90814;FUES;ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 80 CM, COMPRIMENTO TOTAL ATÉ 30 M, PERFURATRIZ COM TORQUE DE 170 KN.M. AF_02/2015;M; 357,89 
001.08.29;90815;FUES;ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 90 CM, COMPRIMENTO TOTAL ATÉ 30 M, PERFURATRIZ COM TORQUE DE 263 KN.M. AF_02/2015;M; 437,68 
001.08.30;90877;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 25 CM DE DIÂMETRO, ATÉ 9 M DE COMPRIMENTO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA. AF_02/2015;M; 38,53 
001.08.31;90878;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 25 CM DE DIÂMETRO, ACIMA DE 9 M DE COMPRIMENTO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA. AF_02/2015;M; 37,42 
001.08.32;90880;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 25 CM DE DIÂMETRO, ATÉ 9 M DE COMPRIMENTO, CONCRETO LANÇADO MANUALMENTE. AF_02/2015;M; 48,04 
001.08.33;90881;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 25 CM DE DIÂMETRO, ACIMA DE 9 M DE COMPRIMENTO, CONCRETO LANÇADO MANUALMENTE. AF_02/2015;M; 44,98 
001.08.34;90883;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 40 CM DE DIÂMETRO, ATÉ 9 M DE COMPRIMENTO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA. AF_02/2015;M; 76,03 
001.08.35;90884;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 40 CM DE DIÂMETRO, ACIMA DE 9 M ATÉ 15 M DE COMPRIMENTO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA. AF_02/2015;M; 74,73 
001.08.36;90885;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 40 CM DE DIÂMETRO, ACIMA DE 15 M DE COMPRIMENTO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA. AF_02/2015;M; 74,14 
001.08.37;90886;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 60 CM DE DIÂMETRO, ATÉ 9 M DE COMPRIMENTO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA. AF_02/2015;M; 157,10 
001.08.38;90887;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 60 CM DE DIÂMETRO, ACIMA DE 9 M ATÉ 15 M DE COMPRIMENTO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA. AF_02/2015;M; 155,61 
001.08.39;90888;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 60 CM DE DIÂMETRO, ACIMA DE 15 M DE COMPRIMENTO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA. AF_02/2015;M; 154,97 
001.08.40;90889;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 60 CM DE DIÂMETRO, ATÉ 9 M DE COMPRIMENTO, CONCRETO LANÇADO POR BOMBA LANÇA. AF_02/2015;M; 186,19 
001.08.41;90890;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 60 CM DE DIÂMETRO, ACIMA DE 9 M ATÉ 15 M DE COMPRIMENTO, CONCRETO LANÇADO POR BOMBA LANÇA. AF_02/2015;M; 183,86 
001.08.42;90891;FUES;ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 60 CM DE DIÂMETRO, ACIMA DE 15 M DE COMPRIMENTO, CONCRETO LANÇADO POR BOMBA LANÇA. AF_02/2015;M; 182,81 
001.08.43;73692;FUES;LASTRO DE AREIA MEDIA;M3; 92,96 
001.08.44;74164/004;FUES;LASTRO DE BRITA;M3; 130,59 
001.08.45;83532;FUES;LASTRO DE CONCRETO, PREPARO MECANICO;M3; 396,54 
001.08.46;83534;FUES;LASTRO DE CONCRETO, PREPARO MECANICO, INCLUSO ADITIVO IMPERMEABILIZANTE;M3; 490,90 
001.08.47;5651;FUES;FORMA TABUA PARA CONCRETO EM FUNDACAO C/ REAPROVEITAMENTO 5X;M2; 24,24 
001.08.48;5970;FUES;FORMA TABUA PARA CONCRETO EM FUNDACAO, C/ REAPROVEITAMENTO 2X.;M2; 41,07 
001.08.49;74007/001;FUES;FORMA TABUA P/ CONCRETO EM FUNDACAO C/ REAPROVEITAMENTO 10 X.;M2; 19,55 
001.08.50;74074/004;FUES;FORMA TABUA P/CONCRETO EM FUNDACAO S/REAPROVEITAMENTO;M2; 53,30 
001.08.51;74076/001;FUES;FORMA TABUA P/ CONCRETO EM FUNDACAO RADIER C/ REAPROVEITAMENTO 3X.;M2; 29,59 
001.08.52;74076/002;FUES;FORMA TABUA P/ CONCRETO EM FUNDACAO RADIER C/ REAPROVEITAMENTO 5X.;M2; 22,09 
001.08.53;74076/003;FUES;FORMA TABUA P/ CONCRETO EM FUNDACAO RADIER C/ REAPROVEITAMENTO 10X.;M2; 16,49 
001.08.54;90996;FUES;FORMAS MANUSEÁVEIS PARA PAREDES DE CONCRETO MOLDADAS IN LOCO, DE EDIFICAÇÕES DE MULTIPLOS PAVIMENTO, EM PLATIBANDA. AF_06/2015;M2; 9,73 
001.08.55;90997;FUES;FORMAS MANUSEÁVEIS PARA PAREDES DE CONCRETO MOLDADAS IN LOCO, DE EDIFICAÇÕES DE MULTIPLOS PAVIMENTOS, EM FACES INTERNAS DE PAREDES. AF_06/2015;M2; 13,08 
001.08.56;90998;FUES;FORMAS MANUSEÁVEIS PARA PAREDES DE CONCRETO MOLDADAS IN LOCO, DE EDIFICAÇÕES DE MULTIPLOS PAVIMENTOS, EM LAJES. AF_06/2015;M2; 15,72 
001.08.57;91000;FUES;FORMAS MANUSEÁVEIS PARA PAREDES DE CONCRETO MOLDADAS IN LOCO, DE EDIFICAÇÕES DE MULTIPLOS PAVIMENTOS, EM PANOS DE FACHADA COM VÃOS. AF_06/2015;M2; 12,09 
001.08.58;91002;FUES;FORMAS MANUSEÁVEIS PARA PAREDES DE CONCRETO MOLDADAS IN LOCO, DE EDIFICAÇÕES DE MULTIPLOS PAVIMENTOS, EM PANOS DE FACHADA SEM VÃOS. AF_06/2015;M2; 11,15 
001.08.59;91003;FUES;FORMAS MANUSEÁVEIS PARA PAREDES DE CONCRETO MOLDADAS IN LOCO, DE EDIFICAÇÕES DE MULTIPLOS PAVIMENTOS, EM PANOS DE FACHADA COM VARANDAS. AF_06/2015;M2; 12,85 
001.08.60;91004;FUES;FORMAS MANUSEÁVEIS PARA PAREDES DE CONCRETO MOLDADAS IN LOCO, DE EDIFICAÇÕES DE PAVIMENTO ÚNICO, EM FACES INTERNAS DE PAREDES. AF_06/2015;M2; 10,30 
001.08.61;91005;FUES;FORMAS MANUSEÁVEIS PARA PAREDES DE CONCRETO MOLDADAS IN LOCO, DE EDIFICAÇÕES DE PAVIMENTO ÚNICO, EM LAJES. AF_06/2015;M2; 12,27 
