001.12.02.02;100288;Ferragens p/ janela 1 fl. (c/ ferrolho);CJ;65,84
001.12.02.03;100289;Ferragens p/ janela 2 fl. (c/ ferrolho);CJ;95,09
001.12.02.04;100404;Ferragens p/ janela 2 fls. (c/ cremone);CJ;109,30
001.12.02.05;100684;Ferragens p/ janela de correr;CJ;60,42
001.12.02.06;100306;Ferragens p/ janela pivotante;CJ;44,44
001.12.03;;--> P/ BALANCINS:;;
001.12.03.01;100290;Ferragens p/ balancim (c/ corrente);CJ;35,01
001.12.03.02;100407;Ferragens p/ balancim (c/ haste e punho em ferro);CJ;46,22
001.12.03.03;100820;Ferrolho para balancim (targeta);UN;15,34
001.12.03.04;100823;Gonzo;PAR;14,38
001.12.03.05;100824;Haste/punho de ferro para balancim;UN;41,21
001.13;;REVESTIMENTOS:;;
001.13.01;110140;Argamassa de cimento e areia 1:2 p/ impermeabiliz.;M3;469,20
001.13.02;110141;Argamassa de cimento e areia 1:4;M3;308,84
001.13.03;110142;Argamassa de cimento e areia 1:6;M3;272,82
001.13.04;110248;Argamassa de cimento e areia no traço 1:3;M3;411,10
001.13.05;110764;Argamassa de cimento,areia e adit. plast. 1:6;M3;268,64
001.13.06;110148;Azulejo branco assentado a prumo no traço 1:5:1;M2;75,83
001.13.07;110552;Barra lisa c/argamassa de cimento areia e barro;M2;36,47
001.13.08;110810;Cantoneira para azulejo (alumínio);M;6,01
001.13.09;110146;Carapinha c/ argamassa no traço 1:4;M2;8,62
001.13.10;110581;Cerâmica 10x10cm (padrao medio);M2;83,68
001.13.11;110505;Cerâmica Terragres 10x10cm;M2;97,33
001.13.12;110243;Chapa de chumbo sobre parede;M2;546,18
001.13.13;110149;Chapa de chumbo sobre parede c/acabamento em fórmica;M2;618,28
001.13.14;110143;Chapisco de cimento e areia no traço 1:3;M2;7,45
001.13.15;110150;Compensado c/ formica sobre estrutura em madeira;M2;98,28
001.13.16;110762;Emboço com argamassa 1:6:Adit. Plast.;M2;25,66
001.13.17;110657;Fórmica sobre emboço;M2;59,64
001.13.18;110826;Grampeamento de parede;M;24,67
001.13.19;110653;Granito e=2cm;M2;293,58
001.13.20;111292;Pastilha de porcelana 5x5cm - Padrão Alto;M2;259,66
001.13.21;111291;Pastilha de porcelana 5x5cm - Padrão Médio;M2;175,76
001.13.22;110189;Pastilhas de vidro 2,5x2,5cm;M2;281,81
001.13.23;110255;Placa de argamassa armada;M2;125,89
001.13.24;110763;Reboco com argamassa 1:6:Adit. Plast.;M2;30,25
001.13.25;110245;Reboco com argamassa baritada;M2;163,53
001.13.26;110249;Reboco com argamassa no traço 1:3 - p/ epoxi;M2;33,81
001.13.27;110291;Reboco estanhado;M2;32,85
001.13.28;110645;Revestimento Cerâmico Padrão Alto;M2;75,73
001.13.29;110644;Revestimento Cerâmico Padrão Médio;M2;60,92
001.14;;RODAPES, SOLEIRAS E PEITORIS:;;
001.14.01;120481;Peitoril em marmore branco e=3cm;M2;382,94
001.14.02;120164;Rodape ceramico h=8cm;M;10,56
001.14.03;120688;Rodapé de alta resistência (incl. polimento);M;7,70
001.14.04;120163;Rodape em cimentado;M;7,59
001.14.05;120655;Rodape em granito e=2cm/h=8cm;M;33,76
001.14.06;120162;Rodape em madeira de lei h=7cm;M;26,54
001.14.07;120772;Rodapé em poliestireno de 12cm;M;39,39
001.14.08;120771;Rodapé em poliestireno de 9cm;M;26,92
001.14.09;120770;Rodape em Porcelanato;M;15,42
001.14.10;120276;Rodape Vinílico;M;10,03
001.14.11;120734;Soleira e peitoril - granito preto - e=2cm;M2;461,94
001.14.12;120733;Soleira e Peitoril em granito (preto) c/ rebaixo e=3cm;M2;511,94
001.14.13;120229;Soleira em cimentado h=15cm;M;5,76
001.14.14;120165;Soleira em marmore branco e=2cm;M2;382,94
001.14.15;120204;Soleira em marmore de cor e=2cm;M2;382,94
001.15;;PISOS:;;
001.15.01;130668;Ardosia;M2;65,62
001.15.02;130492;Calçada (incl.alicerce, baldrame e concreto c/ junta seca);M2;71,94
001.15.03;130507;Camada impermeabilizadora e=10cm c/ seixo;M2;41,30
001.15.04;130111;Camada impermeabilizadora e=10cm c/pedra preta (incl. Sika 1);M2;42,60
001.15.05;130110;Camada regularizadora no traço 1:4;M2;24,10
001.15.06;130483;Carpete e=4mm;M2;59,12
001.15.07;131026;Cerâmica anti-derrapante;M2;60,78
001.15.08;130233;Cimentado liso c/ junta plastica;M2;39,35
001.15.09;130208;Cimentado liso c/junta de madeira;M2;41,44
001.15.10;130113;Cimentado liso e=2cm traço 1:3;M2;33,26
001.15.11;130292;Cimentado queimado;M2;39,91
001.15.12;130584;Concreto c/ seixo e junta seca e=10cm;M2;57,65
001.15.13;130112;Concreto simples c/ seixo e=5cm traço 1:2:3;M2;43,59
001.15.14;130206;Empedramento c/ pedra preta argamassada;M2;62,02
001.15.15;130649;Granito Juparana e=2cm;M2;431,18
001.15.16;130495;Granito preto e=2cm;M2;446,11
001.15.17;130119;Lajota ceramica - PEI IV -  (Padrão Médio);M2;67,85
001.15.18;130725;Lajota ceramica - PEI V -  (Padrão Alto);M2;77,41
001.15.19;130506;Lajota ceramica - tipo Terragres;M2;85,28
001.15.20;130118;Marmore branco e=3cm;M2;339,38
001.15.21;130117;Marmore de cor e=3cm;M2;462,31
001.15.22;131090;Pedra Cariri - filete ou almofadada;M2;82,13
001.15.23;130830;Pedra Jacobina;M2;108,32
001.15.24;130831;Pedra natural Cariri;M2;69,55
001.15.25;130667;Pedra S. Tome;M2;96,12
001.15.26;130626;Piso de alta resistência e=8mm c/ resina incl. camada regularizadora;M2;77,01
001.15.27;130890;Piso de borracha tátil (16 un);M2;102,98
001.15.28;131289;Piso em granito branco Ártico;M2;446,11
001.15.29;131290;Piso em granito cinza Mauá;M2;313,51
001.15.30;131288;Piso em granito verde Ubatuba;M2;333,91
001.15.31;130728;Piso Tátil direcional na cor amarelo 25x25 (16 unidades)-premoldado;M2;117,38
001.15.32;130122;Piso vinílico - assente na cola;M2;67,35
001.15.33;130521;Placa pre-moldada concreto simples (e=5cm);M2;48,47
001.15.34;130170;Plurigoma - assente na cola;M2;92,78
001.15.35;130716;Porcelanato (natural) - Padrão Alto;M2;121,18
001.15.36;130715;Porcelanato (natural) - Padrão Médio;M2;106,48
001.15.37;130759;Porcelanato (polido) - Padrão Alto;M2;201,08
001.15.38;130758;Porcelanato (polido) - Padrão Médio;M2;127,58
001.15.39;130760;"Tábua macheada 6 1/2""x7/8"" cumaru ou similar (incl.camada regularizadora)";M2;166,89
001.15.40;130123;"Tabua macheada 6 1/2""x7/8"" ipe ou jatoba (incl. camada regularizadora)";M2;227,79
001.16;;FORROS:;;
001.16.01;140348;Barroteamento em madeira de lei p/ forro PVC;M2;35,34
001.16.02;141370;Cimalha de gesso h=10cm;M;22,91
001.16.03;140811;Cimalha de madeira h=10cm;M;32,08
001.16.04;141372;Forro colméia liso  ( incl. barroteamento);M2;334,10
001.16.05;140198;Forro em estuque;M2;119,17
001.16.06;141373;Forro em gesso acartonado aramado;M2;51,00
001.16.07;141368;Forro em gesso acartonado estruturado;M2;62,76
001.16.08;141369;Forro em gesso acustico (c/lã de vidro);M2;122,76
001.16.09;141334;Forro em gesso liso;M2;38,82
001.16.10;140159;Forro em lambri de angelim (c/ barroteamento);M2;118,62
001.16.11;140828;Forro em lambri de angelim (s/ barroteamento);M2;86,16
001.16.12;141336;Forro em lambri de PVC;M2;32,12
001.16.13;140598;Forro em placa de fibrocimento c/ isolamento termico;M2;135,96
001.16.14;140240;Forro em PVC 100mm entarugamento - metalico;M2;75,76
001.16.15;140158;Forro em tabuas de marupa (c/ barroteamento);M2;76,42
001.16.16;140829;Forro em tabuas de marupa (s/ barroteamento);M2;43,96
001.16.17;140160;Forro eucatex natural e = 12mm;M2;93,73
001.16.18;140479;Reguado em madeira lei p/ beiral (c/ barroteamento);M2;55,76
001.17;;PINTURAS:;;
001.17.01;;A BASE DE ÁGUA:;;
001.17.01.01;150129;Emassamento de parede p/ receber pintura PVA;M2;7,85
001.17.01.02;150605;PVA externa (sobre pintura antiga);M2;7,48
001.17.01.03;150179;PVA externa c/ massa sem liq. preparador;M2;14,09
001.17.01.04;150132;PVA externa c/massa e liq. preparador;M2;22,60
001.17.01.05;150252;PVA externa sem massa c/ líq. preparador;M2;14,98
001.17.01.06;150125;PVA externa sem superf. preparada;M2;9,76
001.17.01.07;150604;PVA interna (sobre pintura antiga);M2;7,08
001.17.01.08;150730;PVA interna c/ massa acrilica e selador;M2;23,46
001.17.01.09;150731;PVA interna c/ massa acrilica sem selador;M2;15,34
001.17.01.10;150251;PVA interna c/ massa e selador;M2;21,52
001.17.01.11;150178;PVA interna c/ massa sem selador;M2;13,40
001.17.01.12;150261;PVA interna sem massa c/ selador;M2;13,67
001.17.01.13;150124;PVA interna sem superf. preparada;M2;9,26
001.17.01.14;150654;PVA sobre muro;M2;6,13
001.17.02;;ESMALTE:;;
001.17.02.01;150302;Esmalte s/ ferro (superf. lisa);M2;26,16
001.17.02.02;150377;Esmalte s/ madeira c/ selador sem massa;M2;17,73
001.17.02.03;150301;Esmalte s/ parede c/ massa e selador;M2;26,62
001.17.02.04;150491;Esmalte sobre grade de ferro (superf. aparelhada);M2;36,40
001.17.02.05;150134;Esmalte sobre madeira c/ massa e selador;M2;29,42
001.17.02.06;150588;Esmalte sobre parede c/ selador sem massa;M2;16,73
001.17.03;;VERNIZ:;;
001.17.03.01;150130;Verniz poliuretano sobre concreto/tijolo;M2;22,08
001.17.03.02;150606;Verniz poliuretano sobre madeira (esquadrias/forro);M2;16,88
001.17.03.03;150210;Verniz poliuretano sobre madeiramento do telhado;M2;23,10
001.17.04;;ACRÍLICA:;;
001.17.04.01;150741;Acrilica (sobre pintura antiga);M2;9,28
001.17.04.02;151285;Acrílica acetinada c/ massa e selador - interna e externa;M2;30,44
001.17.04.03;150180;Acrilica fosca int. e ext. sem massa c/ selador -;M2;17,98
001.17.04.04;150480;Acrilica fosca int./ext. c/fdo. preparador 3 dem.(reforma)s/massa;M2;16,50
001.17.04.05;150253;Acrilica fosca int./ext. c/massa e selador - 3 demaos;M2;29,44
001.17.04.06;151284;Acrílica semi-brilho c/ massa e selador - interna e externa;M2;29,74
001.17.04.07;150586;Emassamento de parede c/ massa acrilica;M2;15,24
001.17.05;;EPOXI:;;
001.17.05.01;150126;Epoxi com massa e selador;M2;62,86
001.17.05.02;150127;Epoxi sem massa c/ selador;M2;58,91
001.17.06;;OUTRAS PINTURAS:;;
001.17.06.01;150207;Acrílica para piso;M2;12,93
001.17.06.02;150131;Anti-ferruginosa;M2;24,77
001.17.06.03;150489;Anti-ferruginosa sobre grade de ferro;M2;35,37
001.17.06.04;150696;Automotiva sobre superficie metalica;M2;23,17
001.17.06.05;150714;Liquibrilho;M2;13,80
001.17.06.06;150286;Pintura s/ telha ceramica;M2;13,52
001.17.06.07;150274;Selador s/ madeira;M2;15,62
001.17.06.08;150752;Texturato rustico;M2;27,31
001.17.06.09;151367;Tinta a base de silicato solúvel;M2;27,66
001.18;;INSTALAÇÕES ELÉTRICAS;;
001.18.01;;QUADROS E CAIXAS:;;
001.18.01.01;170883;Caixa Airstop p/ disjuntor bipolar de embutir até 50A;UN;53,55
001.18.01.02;170870;"Caixa de aluminio 4""x2""";UN;13,89
001.18.01.03;170873;"Caixa de F°G° 3""x3""";UN;5,14
001.18.01.04;170874;"Caixa de F°G° 4""x4""";UN;5,32
001.18.01.05;170871;Caixa de ferro octogonal;UN;5,44
001.18.01.06;170872;Caixa de ferro sextavada fundo movel;UN;8,14
001.18.01.07;170875;Caixa de inspeção em polipropileno - 15x15cm;UN;60,69
001.18.01.08;170876;Caixa de inspeção em polipropileno - 30x40cm;UN;65,69
001.18.01.09;170323;Caixa de passagem ch. aço 100x100x80mm;UN;27,32
001.18.01.10;170324;Caixa de passagem ch. aço 150x150x80mm;UN;44,94
001.18.01.11;170325;Caixa de passagem ch. aço 200x200x100mm;UN;72,82
001.18.01.12;170877;Caixa de passagem em aluminio 100x100x70mm;UN;50,69
001.18.01.13;170341;Caixa de passagem em alumínio 150x150x100mm;UN;60,69
001.18.01.14;170878;Caixa de passagem em aluminio 200x200x115mm;UN;98,10
001.18.01.15;170879;Caixa de passagem em aluminio 300x300x130mm;UN;223,10
001.18.01.16;170880;Caixa de passagem em aluminio 400x400x180mm;UN;387,10
001.18.01.17;170881;"Caixa plástica 4""x2""";UN;2,06
001.18.01.18;171416;"Caixa plástica 4""x4""";UN;3,21
001.18.01.19;171417;Caixa plástica octogonal;UN;3,86
001.18.01.20;170882;Caixa polifásica padrão Celpa;UN;161,93
001.18.01.21;171470;Caixa ZB - inspeção c/ tampa de aço;UN;82,57
001.18.01.22;170866;Centro de distribuição p/ 03 disjuntores (s/ barramento);UN;34,10
001.18.01.23;170884;Centro de distribuição p/ 06 disjuntores (s/ barramento);UN;74,38
001.18.01.24;170885;Centro de distribuição p/ 08 disjuntores (s/ barramento);UN;74,38
001.18.01.25;170886;Centro de distribuição p/ 10 disjuntores (s/ barramento);UN;101,68
001.18.01.26;170321;Centro de distribuiçao p/ 12 disjuntores (c/ barramento);UN;374,00
001.18.01.27;170887;Centro de distribuição p/ 16 disjuntores (c/ barramento);UN;482,50
001.18.01.28;170888;Centro de distribuição p/ 20 disjuntores (c/ barramento);UN;558,50
001.18.01.29;170322;Centro de distribuiçao p/ 24 disjuntores (c/ barramento);UN;561,15
001.18.01.30;170386;Centro de distribuiçao p/ 32 disjuntores (c/ barramento);UN;694,20
001.18.01.31;170889;Centro de distribuição p/ 36 disjuntores  (c/ barramento);UN;763,00
001.18.01.32;170387;Centro de distribuiçao p/ 40 disjuntores (c/ barramento);UN;888,70
001.18.01.33;170890;Centro de distribuição p/ 70 disjuntores (c/ barramento);UN;2.025,10
001.18.01.34;170891;Chave blindada 3P-100A;UN;1.072,25
001.18.01.35;170869;Quadro de comando - proteção trifásico - 2CV;UN;521,00
001.18.01.36;170868;Quadro de comando - proteção trifásico - 3CV;UN;551,00
001.18.01.37;170867;Quadro de comando - proteção trifásico - 4CV;UN;771,00
001.18.01.38;170073;Quadro de mediçao bifasico (c/ disjuntor);UN;402,94
001.18.01.39;170072;Quadro de mediçao monofasico (c/ disjuntor);UN;244,87
001.18.01.40;170615;Quadro de mediçao trifasico (c/ disjuntor);UN;545,94
001.18.02;;DISJUNTORES:;;
001.18.02.01;170892;Disjuntor 10 DR 2P- 25A 10 mA - PADRÃO DIN;UN;164,83
001.18.02.02;170893;Disjuntor 10 DR 4P- 25A 10 mA - PADRÃO DIN;UN;192,83
001.18.02.03;170326;Disjuntor 1P - 10 a 30A - PADRÃO DIN;UN;17,12
001.18.02.04;170330;Disjuntor 1P - 40 e 50A - PADRÃO DIN;UN;19,12
001.18.02.05;170362;Disjuntor 2P - 15 a 50A - PADRÃO DIN;UN;52,23
001.18.02.06;170388;Disjuntor 3P - 15 a 50A - PADRÃO DIN;UN;72,35
001.18.02.07;170897;Disjuntor 3P - 175A - PADRÃO DIN;UN;1.052,38
001.18.02.08;170898;Disjuntor 3P - 200A - PADRÃO DIN;UN;1.063,38
001.18.02.09;170899;Disjuntor 3P - 250A - PADRÃO DIN;UN;1.113,38
001.18.02.10;170894;Disjuntor 3P - 300A;UN;2.091,38
001.18.02.11;170895;Disjuntor 3P - 400A;UN;2.091,38
001.18.02.12;170393;Disjuntor 3P - 60 a 100A - PADRÃO DIN;UN;196,35
001.18.02.13;170896;Disjuntor 3P - 600A;UN;3.261,38
001.18.02.14;170900;Disjuntor UL 3P - 125A a 225A - PADRÃO DIN;UN;342,38
001.18.03;;ELETRODUTOS,CONDULETES E CALHAS:;;
001.18.03.01;170922;Canaleta 20x20mm;M;8,89
001.18.03.02;170923;Canaleta sistema X completa;M;10,25
001.18.03.03;170914;"Condulete de aluminio tipo C 1/2""";UN;8,28
001.18.03.04;170915;"Condulete de aluminio tipo C 3/4""";UN;8,84
001.18.03.05;170916;"Condulete de aluminio tipo E 1""";UN;11,54
001.18.03.06;170917;"Condulete de aluminio tipo E 1/2""";UN;9,44
001.18.03.07;170918;"Condulete de aluminio tipo E 3/4""";UN;9,44
001.18.03.08;170919;"Condulete de aluminio tipo L 1.1/4""";UN;22,83
001.18.03.09;170920;"Condulete de aluminio tipo L 3/4""";UN;7,57
001.18.03.10;170921;"Condulete de aluminio tipo LL 1""";UN;11,84
001.18.03.11;170901;"Condulete de aluminio tipo LL 1/2""";UN;7,85
001.18.03.12;170902;"Condulete de aluminio tipo LL 3/4""";UN;7,57
001.18.03.13;170903;"Condulete de aluminio tipo LR 1""";UN;11,84
001.18.03.14;170904;"Condulete de aluminio tipo LR 1/2""";UN;7,23
001.18.03.15;170905;"Condulete de aluminio tipo LR 3/4""";UN;7,57
001.18.03.16;170907;"Condulete de aluminio tipo T 1""";UN;11,78
001.18.03.17;170908;"Condulete de aluminio tipo T 1/2""";UN;9,51
001.18.03.18;170906;"Condulete de aluminio tipo T 11/4""";UN;25,75
001.18.03.19;170909;"Condulete de aluminio tipo T 3/4""";UN;7,79
001.18.03.20;170910;"Condulete de aluminio tipo X 1""";UN;17,04
001.18.03.21;170911;"Condulete de aluminio tipo X 1/2""";UN;11,13
001.18.03.22;170912;"Condulete de aluminio tipo X 3/4""";UN;15,04
001.18.03.23;170913;"Eletrocalha de metal curve ""L"" desc tipo ""U"" perf. 100 - 3m";UN;118,65
001.18.03.24;170924;"Eletrocalha de metal curve ""L"" desc tipo ""U"" perf. 50 - 3m";UN;50,65
001.18.03.25;170925;"Eletrocalha de metal curve ""L"" desc tipo ""U"" perf. 75 - 3m";UN;93,65
001.18.03.26;170926;"Eletrocalha de metal curve ""T""  tipo ""U"" perf. 100 - 3m";UN;61,65
001.18.03.27;170927;"Eletrocalha de metal curve ""T""  tipo ""U"" perf. 50 - 3m";UN;47,65
001.18.03.28;170928;"Eletrocalha de metal curve ""T""  tipo ""U"" perf. 75 - 3m";UN;53,65
001.18.03.29;170929;"Eletrocalha de metal curve ""U""perf. 100x75  - 3m";UN;93,65
001.18.03.30;170930;"Eletrocalha de metal curve ""U""perf. 50x100  - 3m";UN;63,65
001.18.03.31;170931;"Eletrocalha de metal curve ""U""perf. 50x50  - 3m";UN;54,65
001.18.03.32;171019;"Eletroduto de F°G° de 1 1/2""";M;33,08
001.18.03.33;171018;"Eletroduto de F°G° de 1 1/4""";M;26,89
001.18.03.34;171017;"Eletroduto de F°G° de 1""";M;20,20
001.18.03.35;171091;"Eletroduto de F°G° de 1/2""";M;14,85
001.18.03.36;171021;"Eletroduto de F°G° de 2 1/2""";M;61,36
001.18.03.37;171020;"Eletroduto de F°G° de 2""";M;41,55
001.18.03.38;171022;"Eletroduto de F°G° de 3""";M;73,83
001.18.03.39;171092;"Eletroduto de F°G° de 3/4""";M;16,61
001.18.03.40;170932;"Eletroduto de F°G° de 4""";M;175,96
001.18.03.41;170631;"Eletroduto PVC de 1 1/2""";M;15,08
001.18.03.42;170632;"Eletroduto PVC de 1 1/4""";M;13,21
001.18.03.43;170078;"Eletroduto PVC de 1""";M;8,47
001.18.03.44;170075;"Eletroduto PVC de 1/2""";M;6,18
001.18.03.45;170074;"Eletroduto PVC de 2 1/2""";M;26,32
001.18.03.46;170630;"Eletroduto PVC de 2""";M;19,22
001.18.03.47;170077;"Eletroduto PVC de 3""";M;39,16
001.18.03.48;170076;"Eletroduto PVC de 3/4""";M;6,80
001.18.03.49;170727;"Eletroduto PVC de 4""";M;55,96
001.18.04;;CABOS:;;
001.18.04.01;170947;Cabo coaxial 75 Homs 200 Mhz (TV);M;2,31
001.18.04.02;170944;Cabo de aluminio - 2 AWG sem alma de aço;M;3,17
001.18.04.03;170945;Cabo de aluminio 2 AWG c/ alma de aço;KG;36,28
001.18.04.04;170742;Cabo de cobre   1,5mm2 - 1 KV;M;3,77
001.18.04.05;170298;Cabo de cobre   1,5mm2 - 750 V;M;3,57
001.18.04.06;170743;Cabo de cobre   2,5mm2 - 1 KV;M;5,20
001.18.04.07;170418;Cabo de cobre   2,5mm2 - 750 V;M;4,15
001.18.04.08;170744;Cabo de cobre   4mm2 - 1 KV;M;6,32
001.18.04.09;170317;Cabo de cobre   4mm2 - 750 V;M;5,19
001.18.04.10;170745;Cabo de cobre   6mm2 - 1  KV;M;6,58
001.18.04.11;170318;Cabo de cobre   6mm2 - 750 V;M;6,39
001.18.04.12;170746;Cabo de cobre  10mm2 - 1 KV;M;9,89
001.18.04.13;170319;Cabo de cobre  10mm2 - 750 V;M;8,73
001.18.04.14;170747;Cabo de cobre  16mm2 - 1 KV;M;13,46
001.18.04.15;170320;Cabo de cobre  16mm2 - 750 V;M;11,87
001.18.04.16;170748;Cabo de cobre  25mm2 - 1KV;M;17,27
001.18.04.17;170358;Cabo de cobre  25mm2 - 750 V;M;16,58
001.18.04.18;170749;Cabo de cobre  35mm2 - 1 KV;M;22,50
001.18.04.19;170359;Cabo de cobre  35mm2 - 750 V;M;21,19
001.18.04.20;170750;Cabo de cobre  50mm2 - 1 KV;M;30,06
001.18.04.21;170360;Cabo de cobre  50mm2 - 750 V;M;28,35
001.18.04.22;170751;Cabo de cobre  70mm2 - 1 KV;M;41,15
001.18.04.23;170361;Cabo de cobre  70mm2 - 750 V;M;39,38
001.18.04.24;170933;Cabo de cobre  95 mm² - 1 KV;M;63,59
001.18.04.25;171269;Cabo de cobre  95mm2 - 750V;M;59,51
001.18.04.26;170934;Cabo de cobre 120 mm² - 1 KV;M;73,66
001.18.04.27;170935;Cabo de cobre 150 mm² - 1 KV;M;104,31
001.18.04.28;170936;Cabo de cobre 185 mm² - 1 KV;M;114,93
001.18.04.29;170937;Cabo de cobre 240 mm2 - 1 KV;M;153,10
001.18.04.30;171270;Cabo de cobre nú 16mm²;M;10,23
001.18.04.31;171271;Cabo de cobre nú 25mm²;M;14,15
001.18.04.32;171272;Cabo de cobre nú 35mm²;M;19,05
001.18.04.33;171273;Cabo de cobre nú 50mm²;M;27,37
001.18.04.34;171274;Cabo de cobre nú 70mm²;M;40,72
001.18.04.35;171275;Cabo de cobre nú 95mm²;M;48,93
001.18.04.36;170938;Cabo multiplex 3 x 10mm²;M;5,51
001.18.04.37;170939;Cabo multiplex 4 x 10mm²;M;7,59
001.18.04.38;170940;Cabo multiplex 4 x 16mm²;M;9,51
001.18.04.39;170941;Cabo multiplex 4 x 25mm²;M;15,14
001.18.04.40;170942;Cabo multiplex 4 x 35mm²;M;18,72
001.18.04.41;170943;Cabo multiplex 4 x 70mm²;M;33,50
001.18.05;;PONTOS, TOMADAS E INTERRUPTORES:;;
001.18.05.01;171519;Campainha/Cigarra (sem fiação);UN;33,88
001.18.05.02;171521;Controlador de ventilador;UN;54,62
001.18.05.03;170961;Ignitor p/ lâmpada vapor de sódio;UN;20,69
001.18.05.04;170333;Interruptor 1 tecla paralelo (s/fiaçao);UN;14,94
001.18.05.05;170332;Interruptor 1 tecla simples (s/fiaçao);UN;11,18
001.18.05.06;170337;Interruptor 1 tecla+tomada (s/fiaçao);UN;24,01
001.18.05.07;170964;Interruptor 2 teclas +Tomada 2P +T (s/fiação);UN;31,84
001.18.05.08;170336;Interruptor 2 teclas paralelo (s/fiaçao);UN;26,34
001.18.05.09;170334;Interruptor 2 teclas simples (s/fiaçao);UN;20,86
001.18.05.10;170335;Interruptor 2 teclas simples+paralelo (s/fiaçao);UN;24,38
001.18.05.11;170963;Interruptor 3 teclas paralelo (s/fiação);UN;31,34
001.18.05.12;170338;Interruptor 3 teclas simples (s/fiaçao);UN;29,84
001.18.05.13;171418;Interruptor diferencial residual 4P-40A-300mA.;UN;203,28
001.18.05.14;170960;Minuteria com pulsador;UN;100,75
001.18.05.15;170309;Ponto de antena p/ radio e TV (c/ fiaçao);Pt;113,72
001.18.05.16;170701;Ponto de força (tubul., fiaçao e disjuntor) acima de 200W;Pt;308,06
001.18.05.17;170081;Ponto de luz / força (c/tubul., cx. e fiaçao) ate 200W;Pt;155,37
001.18.05.18;170398;Ponto p/ campainha /cigarra (com tubul. Cx. e fiação);Pt;137,17
001.18.05.19;170692;Ponto p/ ventilador de teto (c/ fiaçao);Pt;71,54
001.18.05.20;170962;Pulsador de campainha 10A (sem fiação);UN;25,72
001.18.05.21;171491;Revisão de ponto de luz;Pt;62,43
001.18.05.22;170952;"Tampa cega 3""x3"" plástica";UN;8,28
001.18.05.23;170948;"Tampa cega 4""x2"" metálica";UN;13,28
001.18.05.24;170950;"Tampa cega 4""x2"" plástica";UN;7,28
001.18.05.25;170951;"Tampa cega 4""x4"" plástica";UN;9,28
001.18.05.26;170949;"Tampa cega 4x4"" metálica";UN;18,28
001.18.05.27;170953;Tampa de pressão para perfilado 38mm - 3m;Pç;17,28
001.18.05.28;170958;Tomada  sistema X completa;UN;29,10
001.18.05.29;170959;"Tomada  terminal de TV coaxial 4""x2""- 2 pontos";UN;35,10
001.18.05.30;170339;Tomada 2P+T 10A (s/fiaçao);UN;14,68
001.18.05.31;171523;Tomada 2P+T 20A (s/fiaçao);UN;18,31
001.18.05.32;170955;Tomada 3P+T 63A/220V;UN;177,10
001.18.05.33;170956;"Tomada de piso 3P+T - 4""x2""";UN;46,10
001.18.05.34;171522;Tomadas 2 (2P+T) 10A (s/fiação);UN;26,97
001.18.05.35;171520;Tomadas 2 (2P+T) 20A (s/fiação);UN;28,97
001.18.06;;LUMINÁRIAS:;;
001.18.06.01;170371;Conjunto ilum. tipo petala c/1 lamp. v. mercurio/poste de aço;UN;1.948,10
001.18.06.02;170372;Conjunto ilum. tipo petala c/2 lamp. v. mercurio/poste de aço;UN;2.208,99
001.18.06.03;170993;Holofote - 300W (Cônico);UN;192,75
001.18.06.04;171527;Lâmpada de Led Tubular 10W bivolt;UN;27,38
001.18.06.05;171528;Lâmpada de Led Tubular 18W bivolt;UN;39,54
001.18.06.06;170997;Lâmpada fluorescente 100W 127V/220V;UN;14,28
001.18.06.07;170998;Lâmpada fluorescente com reator acoplado (PLL)15W -127V/220V;UN;12,28
001.18.06.08;170999;Lâmpada fluorescente com reator acoplado (PLL)20W -127V/220V;UN;13,28
001.18.06.09;171000;Lâmpada fluorescente com reator acoplado (PLL)48W -127V/220V;UN;49,28
001.18.06.10;170996;Lâmpada Halogena 100W 127V/220V;UN;11,28
001.18.06.11;170995;Lâmpada Halogena 150W 127V/220V;UN;11,98
001.18.06.12;171001;Lâmpada Halogena tipo par 20  50W 127V/220V;UN;19,28
001.18.06.13;170994;Lâmpada incandescente 100W-127V/220V;UN;4,28
001.18.06.14;171002;Lâmpada mista 160W -E27;UN;21,28
001.18.06.15;171003;Lâmpada mista 250W -E27;UN;31,24
001.18.06.16;171004;Lâmpada mista 500W -E40;UN;57,53
001.18.06.17;171007;Lâmpada vapor de merc. 125W;UN;18,28
001.18.06.18;171005;Lâmpada vapor de merc. 250W;UN;30,62
001.18.06.19;171006;Lâmpada vapor de merc. 400W;UN;35,78
001.18.06.20;171010;Lâmpada vapor de sódio  80W;UN;24,08
001.18.06.21;171008;Lâmpada vapor de sódio 250W;UN;36,28
001.18.06.22;171009;Lâmpada vapor de sódio 350W;UN;42,25
001.18.06.23;171011;Lâmpada vapor metálico 400W;UN;83,28
001.18.06.24;171012;Lâmpada vapor metálico 70W;UN;79,28
001.18.06.25;170978;Luminária  c/ lâmp de emergência;UN;50,38
001.18.06.26;170977;Luminária  c/ lâmp mista até 250W;UN;92,06
001.18.06.27;170979;Luminária  de facho aberto p/ lâmp vapor de mercúrio;UN;82,70
001.18.06.28;170981;Luminária  p/ lâmp PLL de embutir;UN;91,02
001.18.06.29;170980;Luminária  p/ lâmp PLL de sobrepor;UN;83,06
001.18.06.30;170982;Luminária  pública simples;UN;209,13
001.18.06.31;170983;Luminária  tipo arandela- casco de tartaruga;UN;70,06
