ITEM;CÓDIGOS;CLASSE/TIPO;DESCRIÇÃO;UN; VALOR 
001.07.63;91011;ESQV;PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), 80X210CM, ESPESSURA DE 3,5CM, INCLUSO DOBRADIÇAS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 194,29 
001.07.64;91012;ESQV;PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), 90X210CM, ESPESSURA DE 3,5CM, INCLUSO DOBRADIÇAS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 216,25 
001.07.65;91013;ESQV;KIT DE PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 60X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 412,88 
001.07.66;91014;ESQV;KIT DE PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 70X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 436,93 
001.07.67;91015;ESQV;KIT DE PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 80X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 455,82 
001.07.68;91016;ESQV;KIT DE PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 90X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 489,09 
001.07.69;91286;ESQV;ADUELA / MARCO / BATENTE PARA PORTA DE 60X210CM, PADRÃO POPULAR - FORNECIMENTO E MONTAGEM. AF_08/2015;UN; 113,89 
001.07.70;91287;ESQV;ADUELA / MARCO / BATENTE PARA PORTA DE 70X210CM, PADRÃO POPULAR - FORNECIMENTO E MONTAGEM. AF_08/2015;UN; 119,13 
001.07.71;91288;ESQV;ADUELA / MARCO / BATENTE PARA PORTA DE 80X210CM, PADRÃO POPULAR - FORNECIMENTO E MONTAGEM. AF_08/2015;UN; 124,38 
001.07.72;91290;ESQV;ADUELA / MARCO / BATENTE PARA PORTA DE 90X210CM, PADRÃO POPULAR - FORNECIMENTO E MONTAGEM. AF_08/2015;UN; 129,61 
001.07.73;91291;ESQV;ADUELA / MARCO / BATENTE PARA PORTA DE 60X210CM, FIXAÇÃO COM ARGAMASSA, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_08/2015_P;UN; 162,05 
001.07.74;91292;ESQV;ADUELA / MARCO / BATENTE PARA PORTA DE 70X210CM, FIXAÇÃO COM ARGAMASSA, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_08/2015_P;UN; 171,15 
001.07.75;91293;ESQV;ADUELA / MARCO / BATENTE PARA PORTA DE 80X210CM, FIXAÇÃO COM ARGAMASSA, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_08/2015_P;UN; 180,25 
001.07.76;91294;ESQV;ADUELA / MARCO / BATENTE PARA PORTA DE 90X210CM, FIXAÇÃO COM ARGAMASSA, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_08/2015_P;UN; 189,38 
001.07.77;91295;ESQV;PORTA DE MADEIRA ALMOFADADA, SEMI-OCA (LEVE OU MÉDIA), 60X210CM, ESPESSURA DE 3CM, INCLUSO DOBRADIÇAS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 242,17 
001.07.78;91296;ESQV;PORTA DE MADEIRA ALMOFADADA, SEMI-OCA (LEVE OU MÉDIA), 70X210CM, ESPESSURA DE 3CM, INCLUSO DOBRADIÇAS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 251,76 
001.07.79;91297;ESQV;PORTA DE MADEIRA ALMOFADADA, SEMI-OCA (LEVE OU MÉDIA), 80X210CM, ESPESSURA DE 3,5CM, INCLUSO DOBRADIÇAS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 286,07 
001.07.80;91298;ESQV;PORTA DE MADEIRA TIPO VENEZIANA, SEMI-OCA (LEVE OU MÉDIA), 80X210CM, ESPESSURA DE 3CM, INCLUSO DOBRADIÇAS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 306,59 
001.07.81;91299;ESQV;PORTA DE MADEIRA, TIPO MEXICANA, SEMI-OCA (PESADA OU SUPERPESADA), 80X210CM, ESPESSURA DE 3,5CM, INCLUSO DOBRADIÇAS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 491,73 
001.07.82;91300;ESQV;ALIZAR / GUARNIÇÃO DE 5X1,5CM PARA PORTA DE 60X210CM FIXADO COM PREGOS, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_08/2015_P;UN; 18,64 
001.07.83;91301;ESQV;ALIZAR / GUARNIÇÃO DE 5X1,5CM PARA PORTA DE 70X210CM FIXADO COM PREGOS, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_08/2015_P;UN; 19,64 
001.07.84;91302;ESQV;ALIZAR / GUARNIÇÃO DE 5X1,5CM PARA PORTA DE 80X210CM FIXADO COM PREGOS, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_08/2015_P;UN; 20,64 
001.07.85;91303;ESQV;ALIZAR / GUARNIÇÃO DE 5X1,5CM PARA PORTA DE 90X210CM FIXADO COM PREGOS, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_08/2015_P;UN; 21,67 
001.07.86;91304;ESQV;FECHADURA DE EMBUTIR COM CILINDRO, EXTERNA, COMPLETA, ACABAMENTO PADRÃO POPULAR, INCLUSO EXECUÇÃO DE FURO - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 55,85 
001.07.87;91305;ESQV;FECHADURA DE EMBUTIR PARA PORTA DE BANHEIRO, COMPLETA, ACABAMENTO PADRÃO POPULAR, INCLUSO EXECUÇÃO DE FURO - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 42,15 
001.07.88;91306;ESQV;FECHADURA DE EMBUTIR PARA PORTAS INTERNAS, COMPLETA, ACABAMENTO PADRÃO MÉDIO, COM EXECUÇÃO DE FURO - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 63,08 
001.07.89;91307;ESQV;FECHADURA DE EMBUTIR PARA PORTAS INTERNAS, COMPLETA, ACABAMENTO PADRÃO POPULAR, COM EXECUÇÃO DE FURO - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 44,27 
001.07.90;91312;ESQV;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 60X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, FECHADURA COM EXECUÇÃO DO FURO - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 379,71 
001.07.91;91313;ESQV;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 70X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, FECHADURA COM EXECUÇÃO DO FURO - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 398,12 
001.07.92;91314;ESQV;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 80X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, FECHADURA COM EXECUÇÃO DO FURO - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 426,00 
001.07.93;91315;ESQV;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 90X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, FECHADURA COM EXECUÇÃO DO FURO - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 451,02 
001.07.94;91318;ESQV;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 60X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 337,56 
001.07.95;91319;ESQV;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 70X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 353,84 
001.07.96;91320;ESQV;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 80X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 370,14 
001.07.97;91321;ESQV;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 90X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 395,17 
001.07.98;91324;ESQV;KIT DE PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 60X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 373,17 
001.07.99;91325;ESQV;KIT DE PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 70X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 397,09 
001.07.100;91326;ESQV;KIT DE PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 80X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 415,85 
001.07.101;91327;ESQV;KIT DE PORTA DE MADEIRA PARA VERNIZ, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 90X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 448,98 
001.07.102;91328;ESQV;KIT DE PORTA DE MADEIRA ALMOFADADA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO 60X210CM, ESPESSURA DE 3CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 481,23 
001.07.103;91329;ESQV;KIT DE PORTA DE MADEIRA ALMOFADADA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 60X210CM, ESPESSURA DE 3CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 441,52 
001.07.104;91330;ESQV;KIT DE PORTA DE MADEIRA ALMOFADADA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 70X210CM, ESPESSURA DE 3CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 502,04 
001.07.105;91331;ESQV;KIT DE PORTA DE MADEIRA ALMOFADADA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 70X210CM, ESPESSURA DE 3CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 462,20 
001.07.106;91332;ESQV;KIT DE PORTA DE MADEIRA ALMOFADADA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 80X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 547,60 
001.07.107;91333;ESQV;KIT DE PORTA DE MADEIRA ALMOFADADA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 80X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 507,62 
001.07.108;91334;ESQV;KIT DE PORTA DE MADEIRA TIPO VENEZIANA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 80X210CM, ESPESSURA DE 3CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 568,12 
001.07.109;91335;ESQV;KIT DE PORTA DE MADEIRA TIPO VENEZIANA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO POPULAR, 80X210CM, ESPESSURA DE 3CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 528,14 
001.07.110;91336;ESQV;KIT DE PORTA DE MADEIRA TIPO MEXICANA, SEMI-OCA (PESADA OU SUPERPESADA), PADRÃO MÉDIO, 80X210CM, ESPESSURA DE 3CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 753,25 
001.07.111;91337;ESQV;KIT DE PORTA DE MADEIRA TIPO MEXICANA, SEMI-OCA (PESADA OU SUPERPESADA), PADRÃO POPULAR, 80X210CM, ESPESSURA DE 3CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, SEM FECHADURA - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 713,28 
001.07.112;73813/1;ESQV;JANELA DE MADEIRA ALMOFADADA 1A, 1,5X1,5M, DE ABRIR, INCLUSO GUARNICOES E DOBRADICAS;UN; 1.338,71 
001.07.113;84842;ESQV;JANELA DE MADEIRA PARA VIDRO, DE CORRER, SEM BANDEIRA, INCLUSAS GUARNICOES SEM FERRAGENS;M2; 645,81 
001.07.114;84843;ESQV;JANELA DE MADEIRA PARA VIDRO, DE CORRER, COM BANDEIRA, INCLUSAS GUARNICOES SEM FERRAGENS;M2; 643,80 
001.07.115;84844;ESQV;JANELA DE MADEIRA TIPO GUILHOTINA, DE ABRIR , INCLUSAS GUARNICOES SEM FERRAGENS;M2; 689,97 
001.07.116;84845;ESQV;JANELA DE MADEIRA TIPO VENEZIANA. DE ABRIR, INCLUSAS GUARNICOES SEM FERRAGENS;M2; 593,26 
001.07.117;84846;ESQV;JANELA DE MADEIRA TIPO VENEZIANA/VIDRO, DE ABRIR, INCLUSAS GUARNICOES SEM FERRAGENS;M2; 814,88 
001.07.118;84847;ESQV;JANELA DE MADEIRA ALMOFADADA, DE ABRIR, INCLUSAS GUARNICOES SEM FERRAGENS;M2; 653,70 
001.07.119;84848;ESQV;JANELA DE MADEIRA TIPO VENEZIANA/GUILHOTINA, DE ABRIR, INCLUSAS GUARNICOES SEM FERRAGENS;M2; 475,71 
001.07.120;84849;ESQV;CAIXA MADEIRA 57X43CM COM GUARNICAO 13CM P/ FECHAMENTO DE AR CONDICIONAL;UN; 68,80 
001.07.121;84851;ESQV;TRELICA DE MADEIRA, RIPAS 4X1,5CM E REQUADROS 7,5X7,5CM;M2; 95,11 
001.07.122;40678;ESQV;PORTA EM FERRO QUADRICULADO PARA ABRIGO DE MEDIDORES E BOTIJOES, DE ABRIR, COM GUARNICOES;M2; 214,87 
001.07.123;72140;ESQV;PORTA DE FERRO PARA LIXEIRA, DE ABRIR, TIPO CHAPA, 70X210CM , COM GUARNICOES;UN; 282,92 
001.07.124;73933/1;ESQV;PORTA DE FERRO, DE ABRIR, TIPO GRADE COM CHAPA, 87X210CM, COM GUARNICOES;M2; 405,35 
001.07.125;73933/2;ESQV;PORTA DE FERRO, DE ABRIR, TIPO CHAPA LISA, COM GUARNICOES;M2; 347,24 
001.07.126;73933/3;ESQV;PORTA DE FERRO TIPO VENEZIANA, DE ABRIR, SEM BANDEIRA SEM FERRAGENS;M2; 498,51 
001.07.127;73933/4;ESQV;PORTA DE FERRO DE ABRIR TIPO BARRA CHATA, COM REQUADRO E GUARNICAO COMPLETA;M2; 381,59 
001.07.128;74073/1;ESQV;ALCAPAO EM FERRO 60X60CM, INCLUSO FERRAGENS;UN; 58,46 
001.07.129;74073/2;ESQV;ALCAPAO EM FERRO 70X70CM, INCLUSO FERRAGENS;UN; 67,57 
001.07.130;74136/1;ESQV;PORTA DE ACO DE ENROLAR TIPO GRADE, CHAPA 16;M2; 348,08 
001.07.131;74136/2;ESQV;PORTA DE ACO CHAPA 24, DE ENROLAR, VAZADA TIJOLINHO OU EQUIVALENTE COM RETANGULO OU CIRCULO, ACABAMENTO GALVANIZADO NATURAL;M2; 297,78 
001.07.132;74136/3;ESQV;PORTA DE ACO CHAPA 24, DE ENROLAR, RAIADA, LARGA COM ACABAMENTO GALVANIZADO NATURAL;M2; 215,57 
001.07.133;84854;ESQV;"BATENTE FERRO 1X1/8""";M; 23,79 
001.07.134;6103;ESQV;JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 60 X80 CM SEM VIDROS;M2; 327,79 
001.07.135;6104;ESQV;JANELA BASCULANTE EM CHAPA DOBRADA DE ACO;M2; 327,79 
001.07.136;6126;ESQV;JANELA DE CORRER EM CHAPA DE ACO, COM DUAS FOLHAS, PARA VIDRO;M2; 525,83 
001.07.137;72148;ESQV;RETIRADA DE BATENTES METALICOS;UN; 32,09 
001.07.138;72149;ESQV;RECOLOCACAO DE BATENTES METALICOS, CONSIDERANDO REAPROVEITAMENTO DO MATERIAL;UN; 34,76 
001.07.139;73940/1;ESQV;JANELA DE CORRER EM CHAPA DE ACO DOBRADA, QUATRO FOLHAS, SEM DIVISAO HORIZONTAL, PARA VIDRO, 1,50X1,20M;UN; 448,84 
001.07.140;73945/1;ESQV;JANELA DE CHAPA DOBRADA DE ACO COM ADICAO DE COBRE PRE-ZINCADO DE CORRER 2 FOLHAS PARA VIDRO, EXCLUINDO VIDROS;M2; 417,18 
001.07.141;73961/1;ESQV;JANELA MAXIM AR EM CHAPA DOBRADA;M2; 607,48 
001.07.142;73984/1;ESQV;JANELA DE CORRER EM CHAPA DE ACO DOBRADA, QUATRO FOLHAS, COM DIVISAO HORIZONTAL, PARA VIDRO, 1,50X1,20M;M2; 429,42 
001.07.143;73984/2;ESQV;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, VENEZIANA, PINT ANTICORROSIVA, SEM VIDRO, 6 FL;M2; 484,43 
001.07.144;84858;ESQV;JANELA DE CORRER EM CHAPA DE ACO DOBRADA 2,00X1,20M, 4 FOLHAS, PARA VIDRO, COM DIVISAO HORIZONTAL;UN; 638,70 
001.07.145;84860;ESQV;JANELA DE CORRER EM CHAPA DE ACO DOBRADA 2,00X1,20M, 4 FOLHAS, PARA VIDRO, SEM DIVISAO HORIZONTAL;UN; 629,64 
001.07.146;73932/1;ESQV;"GRADE DE FERRO EM BARRA CHATA 3/16""";M2; 203,53 
001.07.147;73631;ESQV;"GUARDA-CORPO EM TUBO DE ACO GALVANIZADO 1 1/2""";M2; 251,01 
001.07.148;74195/1;ESQV;"GUARDA-CORPO  COM CORRIMAO EM FERRO BARRA CHATA 3/16""";M; 242,08 
001.07.149;73665;ESQV;ESCADA TIPO MARINHEIRO EM ACO CA-50 9,52MM INCLUSO PINTURA COM FUNDO ANTICORROSIVO TIPO ZARCAO;M; 47,26 
001.07.150;73669;ESQV;CORRIMAO EM MADEIRA 1A 2,5X30CM;M; 56,19 
001.07.151;74072/1;ESQV;"CORRIMAO EM TUBO ACO GALVANIZADO 3/4"" COM BRACADEIRA";M; 54,45 
001.07.152;74072/2;ESQV;"CORRIMAO EM TUBO ACO GALVANIZADO 2 1/2"" COM BRACADEIRA";M; 90,79 
001.07.153;74072/3;ESQV;"CORRIMAO EM TUBO ACO GALVANIZADO 1 1/4"" COM BRACADEIRA";M; 65,72 
001.07.154;74103/1;ESQV;"ESCADA TIPO MARINHEIRO EM ACO CA-50 12,5"", INCLUSO PINTURA COM FUNDO ANTICORROSIVO TIPO ZARCAO";M; 51,39 
001.07.155;74194/1;ESQV;"ESCADA TIPO MARINHEIRO EM TUBO ACO GALVANIZADO 1 1/2"" 5 DEGRAUS";M; 194,05 
001.07.156;84862;ESQV;"GUARDA-CORPO COM CORRIMAO EM TUBO DE ACO GALVANIZADO 1 1/2""";M; 167,87 
001.07.157;84863;ESQV;"GUARDA-CORPO COM CORRIMAO EM TUBO DE ACO GALVANIZADO 3/4""";M; 83,93 
001.07.158;68050;ESQV;PORTA DE CORRER EM ALUMINIO, COM DUAS FOLHAS PARA VIDRO, INCLUSO GUARNICAO E VIDRO LISO INCOLOR;M2; 346,44 
001.07.159;90838;ESQV;PORTA CORTA-FOGO 90X210X4CM - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;UN; 1.009,42 
001.07.160;91338;ESQV;PORTA DE ALUMÍNIO DE ABRIR COM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;M2; 642,04 
001.07.161;91339;ESQV;PORTA EM AÇO DE ABRIR COM POSTIGO PARA VIDRO E GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;M2; 366,78 
001.07.162;91340;ESQV;PORTA EM AÇO DE ABRIR COM TRAVESSAS PARA VIDRO E GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;M2; 357,79 
001.07.163;91341;ESQV;PORTA EM ALUMÍNIO DE ABRIR TIPO VENEZIANA COM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2015;M2; 492,45 
001.07.164;73737/1;ESQV;GRADIL DE ALUMINIO ANODIZADO TIPO BARRA CHATA PARA VARANDAS, ALTURA 0,4M;M; 125,65 
001.07.165;73737/2;ESQV;GRADIL DE ALUMINIO ANODIZADO TIPO BARRA CHATA PARA VARANDAS, ALTURA 1,0M;M; 265,39 
001.07.166;73737/3;ESQV;GRADIL DE ALUMINIO ANODIZADO TIPO BARRA CHATA PARA VARANDAS, ALTURA 1,2M;M; 310,51 
001.07.167;85096;ESQV;GRADIL DE ALUMINIO ANODIZADO TIPO BARRA CHATA;M2; 268,36 
001.07.168;73736/1;ESQV;"DOBRADICA TIPO VAI E VEM EM LATAO POLIDO 3""";UN; 45,28 
001.07.169;74068/4;ESQV;FECHADURA DE EMBUTIR COMPLETA, PARA PORTAS EXTERNAS 2 FOLHAS, PADRAO DE ACABAMENTO POPULAR E FECHO DE EMBUTIR TIPO UNHA COM ALAVANCA DE LATAO CROMADO 22CM;UN; 177,78 
001.07.170;74068/5;ESQV;FECHADURA DE SOBREPOR EM FERRO PINTADO COM MACANETA PARA PORTAS EXTERNAS;UN; 46,33 
001.07.171;74070/2;ESQV;FECHADURA DE EMBUTIR COMPLETA, PARA PORTAS INTERNAS 2 FOLHAS, PADRAO DE ACABAMENTO POPULAR E FECHO DE EMBUTIR TIPO UNHA COM ALAVANCA DE LATAO CROMADO 22CM;UN; 171,06 
001.07.172;84866;ESQV;FECHADURA DE EMBUTIR REFORCADA COMPLETA, DE SEGURANCA, COM CILINDRO, PARA PORTA EXTERNA, ACABAMENTO PADRAO MEDIO;UN; 75,63 
001.07.173;84878;ESQV;TRANQUETA DE LATAO CROMADO PARA FECHADURA DE PORTA DE BANHEIRO COM ROSETA DE LATAO CROMADO SEM FECHADURA E MACANETA;UN; 78,80 
001.07.174;84879;ESQV;FECHADURA (SOMENTE A MAQUINA, SEM ESPELHO E SEM MACA NETA), PARA PORTA BANHEIRO, COM ROSETA DE LATAO CROMADO E JOGO DE TRANQUETA EM LATAO CROMADO;UN; 111,21 
001.07.175;84880;ESQV;FECHADURA BICO DE PAPAGAIO PARA PORTA DE CORRER INTERNA, CHAVE BIPARTIDA, ACABAMENTO PADRAO MEDIO;UN; 58,45 
001.07.176;84884;ESQV;FECHADURA CILINDRO CENTRAL TUBULAR, 70MM, COM MACANETA DE LATAO CROMADO OU INOX, PARA APLICAÇÃO EM AMBIENTES COMERCIAIS DE ALTO TRÁFEGO E/OU MAIOR NECESSIDADE DE SEGURANÇA.;UN; 73,92 
001.07.177;84885;ESQV;JOGO DE FERRAGENS CROMADAS PARA PORTA DE VIDRO TEMPERADO, UMA FOLHA COMPOSTO DE DOBRADICAS SUPERIOR E INFERIOR, TRINCO, FECHADURA, CONTRA FECHADURA COM CAPUCHINHO SEM MOLA E PUXADOR;UN; 484,29 
001.07.178;84886;ESQV;MOLA HIDRAULICA DE PISO PARA PORTA DE VIDRO TEMPERADO;UN; 900,21 
001.07.179;84887;ESQV;MACANETA TIPO ALAVANCA, PADRAO MEDIO;UN; 43,80 
001.07.180;84889;ESQV;PUXADOR CENTRAL PARA ESQUADRIA DE ALUMINIO;UN; 16,54 
001.07.181;84890;ESQV;ROLDANA FIXA DUPLA DE LATAO COM ROLAMENTO PARA PORTA OU JANELA DE CORRER;UN; 37,40 
001.07.182;84891;ESQV;CREMONA EM LATAO CROMADO OU POLIDO, COMPLETA, COM VARA H=1,50M;UN; 138,17 
001.07.183;84892;ESQV;LEVANTADOR EM LATAO FUNDIDO CROMADO E BORBOLETA EM FERRO CROMADO, PARA JANELA TIPO GUILHOTINA;UN; 77,63 
001.07.184;84893;ESQV;PUXADOR TUBULAR DE CENTRO EM LATAO CROMADO PARA JANELAS;UN; 60,67 
